7.04702234,19.02499962,17.30500031,4.45208645,1
9.99567986,23.31999969,20.04249954,4.28490686,1
8.50419617,21.79750061,19.84749985,2.09525132,1
8.35210705,12.22500038,15.27499962,2.56000113,1
8.75562572,15.55000019,17.07500076,6.12811756,1
7.47250175,19.5,17.59999847,8.4099865,1
11.28960419,19.9224987,18.63249969,16.830513,1
12.35522079,20.51000023,18.98500061,15.26853561,1
10.25601482,20.00250053,18.9450016,15.56302261,1
11.28960419,20.15750122,18.86750031,16.18052864,1
8.58489037,20.23500061,19.33749962,12.92403412,1
9.70211792,16.17000008,16.01749992,1.66410232,1
9.27201366,15.70499992,15.89750004,1.65766215,1
13.05917454,17.93000031,15.97500038,1.10775578,1
11.16855717,18.71249962,16.52250099,1.86322439,1
9.10185909,18.55750084,18.55500031,9.03001976,1
7.4534893,18.08499908,18.28499985,12.09299946,1
6.43832016,18.27999878,17.96749878,13.7640934,1
2.70624399,29.49250031,25.62749863,19.82478523,1
2.68959808,30.43249893,25.11999893,24.68081665,1
2.54245663,29.22000122,25.07749939,24.23101234,1
13.5122242,25.04249954,25.15999985,3.23100853,1
12.85731602,24.65000153,24.29750061,2.32562971,1
13.74625874,24.76749992,24.84500122,2.56800914,1
2.09525681,22.73249817,24.41250038,4.36815643,1
3.60953069,23.98500061,22.96749878,6.25000954,1
4.1862812,24.6875,28.40000153,1.118312,1
5.02449989,24.29999924,28.08749962,1.28254688,1
3.45555162,24.76749992,27.65499878,1.03531003,1
3.00515699,24.26000023,29.21999931,0.67650974,1
4.5234189,24.53249931,27.5,0.34515804,1
13.19665337,26.40749931,27.37999916,3.08881187,1
11.60113144,26.09249878,27.77249908,1.02515781,1
3.5062542,26.48500061,25.23749924,0.49350539,1
2.2052269,27.30500031,24.68499947,0.74560779,1
2.20522118,24.84499931,23.90749931,4.44156456,1
1.91845489,24.92250061,27.65499878,2.82240105,1
0.67009574,25.86000061,28.82749939,3.37641191,1
8.13675022,12.26499939,15.58750057,16.20453453,1
7.96071053,13.90750027,17.26499939,20.37639999,1
27.56839371,13.98500061,15.93750095,23.08800888,1
13.59353161,19.84249878,14.41499996,16.81000328,1
22.20271111,17.1875,12.92999935,25,1
1.8338623,28.59499931,26.1724987,3.36722159,2
2.82265735,27.92749786,26.32999992,4.2952652,2
3.58231068,27.88999939,24.88000107,5.31302643,2
2.42136383,27.65750122,25.54750061,5.13022232,2
3.97561979,27.88999939,25.15749931,5.30151415,2
2.5958519,27.77500153,25.2349987,5.14156437,2
2.9989028,27.69499969,25.27499962,5.14156437,2
1.71991563,29.10250092,24.6875,6.0744009,2
2.47553205,29.84499931,25.35499954,5.4873004,2
2.56328392,29.91999817,25.2349987,7.48022842,2
1.8768971,30.66249847,24.53250122,6.93049479,2
2.43985486,29.84500122,25.15750122,6.85130787,2
2.9163692,29.72750092,25.39249992,7.70061207,2
3.52351713,29.45500183,25.15749931,7.91015625,2
2.05667901,30.11750031,24.84249878,6.28860712,2
2.94274068,29.4924984,25.12000084,9.765625,2
2.70149255,29.53499985,24.88249969,10.00142097,2
2.30985928,29.57250023,25.19499969,10.49761105,2
2.31277943,29.53249931,25.78250122,8.59955025,2
