-1	-1	-1	3.4	15	36
1	-1	-1	9.7	5	35
-1	-1	-1	7.4	23	37
1	-1	-1	10.6	8	34
-1	-1	-1	6.5	20	30
1	-1	-1	7.9	9	32
-1	-1	-1	10.3	13	28
1	-1	-1	9.5	5	38
-1	1	-1	14.3	23	40
1	1	-1	10.5	1	32
-1	1	-1	7.8	11	32
1	1	-1	17.2	5	28
-1	1	-1	9.4	15	34
1	1	-1	12.1	8	26
-1	1	-1	9.5	15	30
1	1	-1	15.8	1	28
-1	-1	-1	8.3	22	40
1	-1	-1	8	8	30
-1	-1	-1	7.9	16	35
1	-1	-1	10.7	7	35
-1	-1	-1	7.2	25	32
1	-1	-1	7.2	5	35
-1	-1	-1	7.9	17	36
1	-1	-1	10.2	8	32
-1	1	-1	10.3	10	20
1	1	-1	9.9	3	35
-1	1	-1	7.4	22	35
1	1	-1	10.5	6	28
-1	1	-1	9.6	24	27
1	1	-1	15.1	4	36
-1	1	-1	8.7	10	36
1	1	-1	12.1	5	35
-1	-1	1	12.6	32	32
1	-1	1	10.5	10	34
-1	-1	1	11.3	28	30
1	-1	1	10.6	18	24
-1	-1	1	8.1	22	30
1	-1	1	12.5	31	20
-1	-1	1	11.1	17	32
1	-1	1	12.9	16	25
-1	1	1	14.6	38	20
1	1	1	12.7	12	20
-1	1	1	10.8	34	22
1	1	1	17.1	19	35
-1	1	1	13.6	12	26
1	1	1	14.6	14	15
-1	1	1	13.3	25	19
1	1	1	14.4	16	24
-1	-1	1	11	31	22
1	-1	1	12.5	14	23
-1	-1	1	8.9	23	22
1	-1	1	13.1	23	18
-1	-1	1	7.6	28	20
1	-1	1	8.6	20	20
-1	-1	1	11.8	18	20
1	-1	1	12.4	11	36
-1	1	1	13.4	39	20
1	1	1	14.6	30	11
-1	1	1	14.9	31	20
1	1	1	11.8	6	35
-1	1	1	15.6	33	16
1	1	1	12.8	23	32
-1	1	1	13.5	31	20
1	1	1	15.8	11	20
