191	131	53	150	15	104	1
185	134	50	147	13	105	1
200	137	52	144	14	102	1
173	127	50	144	16	97	1
171	118	49	153	13	106	1
160	118	47	140	15	99	1
188	134	54	151	14	98	1
186	129	51	143	14	110	1
174	131	52	144	14	116	1
163	115	47	142	15	95	1
190	143	52	141	13	99	1
174	131	50	150	15	105	1
201	130	51	148	13	110	1
190	133	53	154	15	106	1
182	130	51	147	14	105	1
184	131	51	137	14	95	1
177	127	49	134	15	105	1
178	126	53	157	14	116	1
210	140	54	149	13	107	1
182	121	51	147	13	111	1
186	136	56	148	14	111	1
158	141	58	145	8	107	2
146	119	51	140	11	111	2
151	130	51	140	11	113	2
122	113	45	131	10	102	2
138	121	53	139	11	106	2
132	115	49	139	10	98	2
131	127	51	136	12	107	2
135	123	50	129	11	107	2
125	119	51	140	10	110	2
130	120	48	137	9	106	2
130	131	51	141	11	108	2
138	127	52	138	9	101	2
130	116	52	143	9	111	2
143	123	54	142	11	95	2
154	135	56	144	10	123	2
147	132	54	138	10	102	2
141	131	51	140	10	106	2
131	116	47	130	9	102	2
144	121	53	137	11	104	2
137	146	53	137	10	113	2
143	119	53	136	9	105	2
135	127	52	140	10	108	2
186	107	49	120	14	84	3
211	122	49	123	16	95	3
201	114	47	130	14	74	3
242	131	54	131	16	90	3
184	108	43	116	16	75	3
211	118	51	122	15	90	3
217	122	49	127	15	73	3
223	127	51	132	16	84	3
208	125	50	125	14	88	3
199	124	46	119	13	78	3
211	129	49	122	13	83	3
218	126	49	120	15	85	3
203	122	49	119	14	73	3
192	116	49	123	15	90	3
195	123	47	125	15	77	3
211	122	48	125	14	73	3
187	123	47	129	14	75	3
192	109	46	130	13	90	3
223	124	53	129	13	82	3
188	114	48	122	12	74	3
216	120	50	129	15	86	3
185	114	46	124	15	92	3
178	119	47	120	13	78	3
187	111	49	119	16	66	3
187	112	49	119	14	55	3
201	130	54	133	13	84	3
187	120	47	121	15	86	3
210	119	50	128	14	68	3
196	114	51	129	14	86	3
195	110	49	124	13	89	3
187	124	49	129	14	88	3
