27	5	0	5	0	18	0	0	0	12359
26	47	0	0	0	29	0	0	0	16783
19	24	2	10	0	18	0	0	0	20502
108	215	0	0	0	296	0	0	0	30842
73	31	0	0	0	77	0	0	0	28497
171	12	5	0	0	78	0	0	0	26947
190	384	2	10	0	487	0	0	0	35536
61	115	0	84	0	89	0	0	0	35104
16	78	69	6	0	5	0	0	0	23456
13	29	16	12	0	14	2	0	0	4200
3	5	0	5	0	2	0	0	0	21776
5	56	0	0	0	60	0	0	0	26145
4	83	10	7	0	82	0	0	0	28563
16	1	0	2	18	12	2	0	0	30083
95	14	0	0	0	70	0	0	0	17883
2	36	0	1	0	34	0	0	4.67	19074
1	22	0	8	0	16	0	0	0	12256
43	200	15	0	0	220	0	0	1.75	19670
49	9	0	0	0	50	0	0	0	25580
21	17	2	14	0	103	1	0	0	3087
30	146	0	0	0	108	2	0	0	29592
18	11	0	0	0	24	0	0	0	11882
26	144	47	61	0	50	0	0	0	34238
13	65	0	57	0	8	0	1	0	23955
57	354	76	361	0	240	0	0	0	41315
27	300	0	0	0	297	0	0	0	18604
41	18	4	0	10	98	2	0	9.67	33447
112	151	0	151	0	102	0	0	0	26169
167	196	34	0	0	325	2	0	0	35952
171	9	0	9	0	172	0	0	6.33	14839
12	105	0	0	0	107	0	0	0	15037
22	237	0	239	0	14	0	0	0	24184
32	106	0	62	0	67	0	0	0	32279
19	5	0	5	0	10	0	0	0	20378
101	74	0	60	0	70	0	0	0	25094
12	12	0	11	0	69	0	0	0	17298
3	14	0	0	0	115	0	0	3.58	18771
72	83	0	41	0	97	0	0	0	28341
3	33	0	16	0	134	0	0	0	33342
49	46	0	0	0	74	0	0	0	15543
121	238	0	159	0	40	0	0	0	23868
50	333	71	141	0	113	0	0	0	44208
14	75	7	23	0	73	0	0	2.83	20821
13	51	0	51	0	45	0	1	0	17285
13	105	0	106	0	23	0	0	0	17355
22	35	0	36	0	54	0	0	0	14292
32	11	0	0	0	68	0	0	0	23373
4	96	0	0	0	173	0	0	0	20166
74	119	0	119	0	76	0	0	0	32681
14	1	0	0	0	66	0	0	0	7733
27	12	0	12	0	156	0	0	0	12260
8	20	0	0	0	70	0	0	0	19953
22	3	0	2	9	103	0	0	0	7508
17	131	0	130	0	89	2	1	0	22832
23	64	0	64	0	120	0	0	0	26256
84	49	0	50	0	188	0	1	0	34137
52	6	0	0	0	128	0	0	0	16094
21	93	11	82	0	188	0	0	0	30637
17	480	38	259	5	123	0	1	0.67	34081
12	202	0	0	0	42	0	0	0	21371
18	21	2	13	0	162	0	0	0.33	32487
80	28	0	28	0	197	0	0	0	30899
3	146	4	55	0	83	0	0	0.58	22441
1	161	2	0	0	96	0	0	0	25175
26	71	0	64	0	87	0	0	0	37925
64	40	0	36	0	136	0	0	0	17052
28	65	9	8	0	134	0	0	0	43897
51	94	0	0	0	116	0	0	0	22255
37	287	0	13	0	94	0	0	0	24957
38	93	0	26	0	92	0	0	0	15364
43	928	0	479	0	165	0	2	0	40753
39	115	0	49	0	111	2	0	0	17810
2	32	0	24	0	108	1	0	0	33668
28	3	0	3	0	11	0	0	0	21805
60	57	0	0	0	30	0	0	1.83	24379
47	28	0	0	0	75	0	0	0	53085
42	72	2	64	0	40	0	0	1	21276
8	51	0	0	0	9	0	0	0	13129
20	48	0	40	0	90	0	0	0	47695
19	229	9	202	0	9	0	0	0	38860
63	69	0	54	0	98	0	0	0	28572
89	34	0	33	2	97	0	0	0	27621
30	15	0	6	0	95	0	0	0	13318
179	8	0	54	0	184	0	0	0	37508
14	13	0	13	0	186	0	0	0	18708
128	523	51	371	0	72	0	1	0	78912
8	18	0	13	0	91	0	0	0	38685
17	153	42	76	0	49	0	0	0	23438
35	294	0	97	0	75	0	0	0	29641
18	10	0	10	0	188	0	0	0	29688
38	17	0	17	0	76	0	0	0.33	20416
18	73	0	50	0	28	0	0	0	23841
40	88	0	23	0	166	0	1	0	400
25	71	4	24	0	140	0	0	0.25	16546
20	5	0	5	0	179	0	0	0	27059
38	113	36	22	0	65	0	0	0	40601
11	157	59	70	0	90	0	0	0	32276
105	41	0	0	0	160	0	0	0	26850
16	51	0	17	103	61	0	0	0	17659
76	355	0	258	0	47	0	0	0	43627
10	99	1	0	0	194	0	0	0	21365
77	17	0	7	0	5	0	0	0	37302
61	31	0	31	0	128	0	0	0	27573
41	167	0	128	0	53	0	0	0	32263
4	13	0	0	0	84	0	0	0	24963
19	71	0	15	0	72	2	1	0	18579
21	18	0	0	0	77	2	0	0	17255
24	5	0	5	0	121	0	0	0	17797
25	23	4	11	0	197	0	0	0	14461
6	52	0	50	0	76	0	0	0	14897
58	28	0	0	0	151	0	0	0	21795
60	23	0	23	0	123	0	0	0	34554
99	68	0	55	0	179	0	0	0	30906
15	20	0	7	0	143	0	0	1	18912
51	263	18	190	0	162	0	2	0	75092
112	124	7	48	0	14	1	0	5	18645
6	117	5	6	59	148	0	0	0	24425
247	16	0	0	0	97	0	0	0	17555
24	347	134	95	0	170	0	1	0	33706
10	4	0	4	0	78	0	0	0	13605
96	109	0	0	0	138	0	0	0	20757
35	86	22	32	0	130	0	0	2.17	24205
55	57	0	12	0	109	0	0	0	43121
46	74	15	6	0	137	0	0	0	14212
126	261	0	259	0	106	0	1	0	17175
18	212	0	59	0	47	0	1	0	16586
42	2	0	3	0	75	0	0	0	16149
84	220	62	143	0	65	0	1	0	33062
2	96	0	0	0	22	0	0	0	23141
21	101	0	0	0	164	0	0	0	26560
9	20	0	0	0	63	0	0	0	22696
14	13	0	0	0	170	0	0	4.67	17488
11	24	0	10	0	175	0	0	0	3239
24	31	0	5	0	25	0	0	0	32613
9	209	6	193	0	137	0	1	0	40531
10	26	0	23	0	51	0	0	6.25	13882
43	39	0	0	0	105	0	0	0	26628
14	115	0	6	0	102	0	0	3.75	30149
80	91	0	41	0	82	0	1	0	19711
41	123	21	0	62	197	0	0	0	20403
35	3	0	0	0	149	0	0	1.83	24974
67	80	0	15	0	55	2	0	0	20176
5	427	0	21	0	188	0	1	0	11804
17	74	0	52	0	75	0	0	0	20316
8	37	0	37	0	18	0	0	0	8326
86	177	0	142	50	127	0	1	0	36341
117	135	1	105	0	96	0	1	0.08	37714
319	163	4	17	0	6	2	0	0	25109
73	266	2	0	0	157	0	0	0	27473
29	22	0	21	0	157	0	0	0	22374
26	41	0	0	0	26	0	0	0	16588
16	67	2	16	0	91	0	0	0	10859
22	19	0	19	0	189	0	0	0	15329
76	293	4	50	0	177	0	0	0	27057
25	56	0	0	0	52	0	0	0	21542
30	34	0	5	2	147	0	0	0.42	12054
66	183	0	158	172	188	0	1	0	39295
8	134	0	0	0	101	0	0	0	16109
25	20	0	20	0	93	2	0	0	22908
11	103	5	90	0	187	0	0	1.92	27859
21	23	2	0	0	183	0	0	0	16142
59	885	0	20	130	72	0	1	0.17	49235
114	20	0	20	0	190	0	0	0	11533
9	17	2	0	0	136	0	0	0	26945
36	2	0	2	0	167	0	0	0	16105
16	7	0	0	0	111	0	0	0	33792
150	664	0	220	0	94	0	0	0	50087
54	37	0	37	0	71	0	0	0	28604
46	49	0	49	0	98	0	0	0	17873
7	66	0	0	0	180	0	0	0	11455
20	9	0	5	0	23	0	0	0	26698
48	93	0	26	0	53	0	0	0	13597
12	87	25	52	0	195	0	0	0	26262
1	4	0	0	0	96	0	0	1.25	15658
81	20	0	8	0	154	0	0	0.33	6416
2	129	6	0	0	191	0	0	0	12166
117	80	0	72	0	97	0	0	0	25044
64	268	2	243	0	64	2	2	0	25898
61	63	0	63	0	90	0	0	0	18057
27	30	0	0	0	25	0	0	0	26510
8	41	0	0	0	119	0	0	0	29011
12	38	0	23	0	19	0	1	2.5	21269
17	49	0	36	0	198	0	0	0	13951
75	39	0	39	0	107	0	1	0	6052
2	7	1	0	0	50	0	0	0	13080
55	104	0	76	0	44	0	0	0.08	10949
233	20	0	20	0	23	2	0	0	22514
68	51	0	49	0	193	0	0	0	20955
15	142	19	102	0	4	0	1	0	33278
3	244	1	0	0	46	0	0	0.08	20162
6	23	19	0	0	154	0	0	0	16699
193	214	86	17	0	17	0	0	0	35774
11	132	0	57	0	15	0	1	0	15428
38	42	0	11	0	8	0	0	0	31518
36	20	0	21	0	18	0	0	0	28169
19	24	0	21	0	176	0	0	0	37316
5	50	0	29	0	134	0	0	0	25356
10	30	0	0	0	173	0	0	0	13512
13	15	0	11	0	103	0	0	0	18394
54	13	0	6	0	10	0	0	0	34892
37	7	0	0	0	193	0	0	0	32408
29	8	0	8	0	35	1	0	0	28264
76	73	0	73	25	45	0	0	0	9573
7	32	0	32	0	67	0	1	0	16861
24	60	0	0	0	131	0	0	0	25176
10	33	0	30	0	160	0	0	0	21917
28	15	0	10	0	191	0	0	3.58	14980
281	48	0	0	0	186	0	0	0	28935
