0.005	0.14
0.01	0.25
0.023	0.3
0.023	0.4
0.048	0.33
0.06	1
0.075	1.2
0.101	4
0.104	2.5
0.12	1
0.122	3
0.2	5
0.28	1.9
0.425	6.4
0.48	15.5
0.55	2.4
0.75	12.3
0.785	3.5
0.9	2.6
0.92	5.7
1	6.6
1.04	5.5
1.35	8.1
1.4	12.5
1.41	17.5
1.62	11.4
1.7	6.3
2	12.3
2.5	12.1
3	25
3.3	25.6
3.385	44.5
3.5	3.9
3.5	10.8
3.6	21
4.05	17
4.19	58
4.235	50.4
4.288	39.2
6.8	179
10	115
10.55	179.5
14.83	98.2
27.66	115
35	56
36.33	119.5
52.16	440
55.5	175
60	81
62	1320
85	325
100	157
160	169
187.1	419
192	180
207	406
250	490
465	423
521	655
529	680
2547	4603
6654	5712
9400	70
11700	50
87000	154.5
