12	54	4	696
4	36	4	309
6	65	2	295
3	45	3	101
3	29	3	71
5	54	3	144
1	33	2	9
1	31	2	52
18	49	3	1223
5	24	1	72
10	63	3	341
1	42	1	89
4	28	1	41
2	26	1	75
2	43	3	194
2	28	1	35
8	54	1	177
2	24	1	71
4	42	4	72
6	49	3	364
1	50	1	85
1	47	3	127
9	53	1	330
1	42	3	58
17	38	3	1273
6	32	2	247
8	31	1	344
3	55	5	339
7	28	3	355
1	41	1	84
2	30	1	110
2	59	3	145
1	45	4	33
4	38	4	284
16	32	2	1185
2	28	2	39
6	41	3	235
22	41	3	1506
11	42	4	683
1	41	2	93
11	41	2	359
7	35	4	441
18	33	2	1287
2	33	1	20
1	30	3	85
3	49	2	144
20	41	4	1325
15	35	2	505
1	58	4	67
14	34	4	639
2	49	1	151
2	49	4	212
5	31	2	141
8	29	2	298
7	51	3	341
1	34	1	25
1	39	1	105
3	45	3	156
2	49	2	73
13	49	4	835
1	31	1	41
5	27	2	215
5	43	3	92
1	28	1	7
23	75	2	2411
25	51	3	2658
2	56	3	38
1	27	1	24
3	29	1	166
5	41	1	92
2	31	4	171
6	70	1	124
12	24	2	410
12	28	1	284
7	26	1	125
4	41	1	115
17	28	3	972
4	28	1	97
8	45	1	343
4	27	2	135
1	32	1	64
2	61	2	51
1	56	1	125
1	57	4	38
3	53	3	200
11	32	1	380
8	36	3	352
2	64	3	62
13	35	4	740
2	44	6	336
27	36	3	2819
1	37	1	51
11	22	1	541
5	24	1	170
1	30	2	29
6	29	3	234
9	61	3	593
9	44	1	188
2	24	1	149
14	53	2	867
2	35	2	72
14	48	4	1094
7	70	2	293
20	40	3	1609
2	31	1	129
4	38	2	96
22	53	3	1272
6	48	3	363
2	36	1	102
13	31	1	922
2	50	4	100
35	50	3	3057
15	35	3	563
2	46	1	54
2	46	3	60
5	40	2	264
5	30	2	276
1	47	2	100
6	32	2	298
4	40	1	133
1	40	3	20
3	29	1	121
1	23	1	23
2	38	4	147
8	28	2	442
17	46	1	901
6	45	3	343
2	30	3	123
3	53	3	235
4	28	1	278
6	28	1	260
1	45	4	149
30	33	1	2378
3	27	1	55
5	33	1	232
1	38	3	22
22	38	2	841
16	51	2	1320
1	34	1	75
2	31	1	77
1	54	5	118
3	36	5	209
10	37	2	533
2	48	3	103
2	48	4	131
3	30	3	83
8	33	1	315
3	27	2	132
9	58	1	242
1	50	2	48
4	22	1	192
7	33	2	197
1	27	1	5
22	62	2	1927
4	42	2	215
4	35	4	41
4	56	3	238
21	45	4	1325
14	52	1	658
23	52	4	762
13	52	1	756
4	47	3	109
2	38	3	53
41	28	3	2598
1	35	1	119
1	54	5	114
12	48	1	425
8	36	1	435
35	39	1	1638
1	67	2	88
1	32	3	76
3	28	2	163
8	41	1	344
6	32	1	190
12	64	5	525
3	37	2	69
1	37	1	103
17	31	2	1572
3	31	1	26
8	48	1	387
12	39	2	604
2	50	3	86
20	33	3	1669
2	31	1	74
2	49	4	326
31	65	4	1691
5	53	4	374
3	67	2	254
2	51	4	53
38	54	3	3029
1	54	2	69
2	31	2	22
7	31	2	298
2	64	8	224
9	35	3	600
7	54	1	321
3	42	1	144
3	30	2	258
30	40	1	1421
6	37	1	81
13	31	3	582
2	27	2	119
3	61	3	157
2	34	1	154
28	69	4	1524
11	44	1	515
18	55	3	1316
32	49	4	3529
11	32	2	357
26	22	1	523
10	49	1	508
6	55	5	508
6	32	1	257
34	51	4	1492
3	34	1	174
13	30	2	461
1	34	2	10
1	31	1	55
2	31	2	72
8	33	1	235
2	41	3	161
6	35	3	179
5	56	3	387
7	36	1	170
4	39	2	197
11	27	2	585
20	33	3	2184
11	38	1	339
9	41	1	369
5	41	4	239
2	26	2	92
19	54	2	1060
13	30	4	538
8	39	2	476
4	31	2	197
2	49	2	59
2	55	3	67
2	41	1	121
1	46	4	46
3	63	2	72
2	44	2	63
6	33	1	274
1	57	2	107
2	27	1	34
5	27	4	150
4	51	1	140
5	40	3	469
4	48	1	100
1	39	3	54
2	44	3	95
10	32	1	376
2	28	1	45
2	39	2	71
3	27	2	119
12	31	2	764
6	27	2	417
4	33	1	162
8	62	2	297
1	43	1	52
2	26	3	69
2	25	1	26
1	37	1	75
4	31	1	148
4	22	2	230
5	26	1	68
16	35	1	946
9	58	3	389
10	65	1	365
3	27	1	146
11	55	3	724
2	59	3	153
4	51	4	232
2	27	4	46
1	31	2	62
1	22	4	30
10	28	2	563
9	59	3	441
19	32	1	879
11	51	2	716
5	54	5	516
4	48	3	291
3	22	2	53
4	24	1	71
1	27	3	62
11	33	1	456
2	33	1	69
4	38	1	94
19	38	1	816
2	38	2	141
3	59	3	74
3	38	1	54
25	32	3	2578
7	59	2	348
7	47	2	355
14	38	1	429
3	43	2	189
7	29	1	200
2	47	1	149
1	41	4	59
4	54	4	189
2	42	3	106
1	78	2	12
4	35	2	196
5	36	2	99
1	29	1	37
2	42	5	239
1	35	1	24
8	44	3	201
4	51	3	247
10	39	1	670
24	45	4	1914
2	44	2	25
18	55	6	1834
1	38	3	105
13	46	3	630
6	46	4	467
18	36	3	1064
2	47	2	210
8	47	1	366
14	38	1	754
3	47	4	77
7	43	3	394
16	40	3	799
5	30	1	114
13	52	2	608
20	56	2	445
3	47	2	160
1	38	2	46
32	29	2	3524
1	52	3	121
27	37	4	3226
7	35	2	330
23	54	4	2154
27	39	3	2821
11	36	3	517
8	38	2	176
3	42	1	199
25	46	4	1876
3	38	4	109
2	38	2	157
3	42	3	55
2	43	4	211
1	51	1	3
15	43	1	925
1	38	2	17
4	63	4	168
8	46	3	398
21	46	4	2548
4	66	1	187
7	38	1	306
26	38	2	2778
1	51	2	119
18	35	3	1290
1	61	4	137
2	51	3	122
7	34	1	216
1	48	3	49
26	53	4	1091
5	51	1	238
15	51	2	846
3	39	1	189
2	34	1	146
12	44	1	449
7	38	1	412
1	35	2	45
32	46	2	1117
1	54	1	53
17	30	2	673
1	29	1	26
7	29	2	151
1	71	2	123
2	42	5	230
2	51	1	47
4	44	1	87
7	30	1	120
1	35	3	55
5	44	3	132
15	30	3	854
16	43	2	788
8	46	3	246
1	37	1	89
1	45	2	138
8	36	1	341
1	47	5	72
3	38	2	186
1	36	4	53
6	39	4	642
1	30	3	32
8	38	3	414
4	38	2	48
30	47	2	1630
3	35	2	79
1	47	5	171
14	51	4	579
4	42	4	313
12	46	4	1106
4	52	4	260
2	66	2	142
8	61	2	571
3	43	3	39
8	42	2	327
2	51	3	69
4	46	3	246
8	38	1	217
