1	242	23.2	25.4	30	11.52	4.02
1	290	24	26.3	31.2	12.48	4.3056
1	340	23.9	26.5	31.1	12.3778	4.6961
1	363	26.3	29	33.5	12.73	4.4555
1	430	26.5	29	34	12.444	5.134
1	450	26.8	29.7	34.7	13.6024	4.9274
1	500	26.8	29.7	34.5	14.1795	5.2785
1	390	27.6	30	35	12.67	4.69
1	450	27.6	30	35.1	14.0049	4.8438
1	500	28.5	30.7	36.2	14.2266	4.9594
1	475	28.4	31	36.2	14.2628	5.1042
1	500	28.7	31	36.2	14.3714	4.8146
1	500	29.1	31.5	36.4	13.7592	4.368
1	340	29.5	32	37.3	13.9129	5.0728
1	600	29.4	32	37.2	14.9544	5.1708
1	600	29.4	32	37.2	15.438	5.58
1	700	30.4	33	38.3	14.8604	5.2854
1	700	30.4	33	38.5	14.938	5.1975
1	610	30.9	33.5	38.6	15.633	5.1338
1	650	31	33.5	38.7	14.4738	5.7276
1	575	31.3	34	39.5	15.1285	5.5695
1	685	31.4	34	39.2	15.9936	5.3704
1	620	31.5	34.5	39.7	15.5227	5.2801
1	680	31.8	35	40.6	15.4686	6.1306
1	700	31.9	35	40.5	16.2405	5.589
1	725	31.8	35	40.9	16.36	6.0532
1	720	32	35	40.6	16.3618	6.09
1	714	32.7	36	41.5	16.517	5.8515
1	850	32.8	36	41.6	16.8896	6.1984
1	1000	33.5	37	42.6	18.957	6.603
1	920	35	38.5	44.1	18.0369	6.3063
1	955	35	38.5	44	18.084	6.292
1	925	36.2	39.5	45.3	18.7542	6.7497
1	975	37.4	41	45.9	18.6354	6.7473
1	950	38	41	46.5	17.6235	6.3705
5	40	12.9	14.1	16.2	4.1472	2.268
5	69	16.5	18.2	20.3	5.2983	2.8217
5	78	17.5	18.8	21.2	5.5756	2.9044
5	87	18.2	19.8	22.2	5.6166	3.1746
5	120	18.6	20	22.2	6.216	3.5742
5	0	19	20.5	22.8	6.4752	3.3516
5	110	19.1	20.8	23.1	6.1677	3.3957
5	120	19.4	21	23.7	6.1146	3.2943
5	150	20.4	22	24.7	5.8045	3.7544
5	145	20.5	22	24.3	6.6339	3.5478
5	160	20.5	22.5	25.3	7.0334	3.8203
5	140	21	22.5	25	6.55	3.325
5	160	21.1	22.5	25	6.4	3.8
5	169	22	24	27.2	7.5344	3.8352
5	161	22	23.4	26.7	6.9153	3.6312
5	200	22.1	23.5	26.8	7.3968	4.1272
5	180	23.6	25.2	27.9	7.0866	3.906
5	290	24	26	29.2	8.8768	4.4968
5	272	25	27	30.6	8.568	4.7736
5	390	29.5	31.7	35	9.485	5.355
7	270	23.6	26	28.7	8.3804	4.2476
7	270	24.1	26.5	29.3	8.1454	4.2485
7	306	25.6	28	30.8	8.778	4.6816
7	540	28.5	31	34	10.744	6.562
7	800	33.7	36.4	39.6	11.7612	6.5736
7	1000	37.3	40	43.5	12.354	6.525
2	55	13.5	14.7	16.5	6.8475	2.3265
2	60	14.3	15.5	17.4	6.5772	2.3142
2	90	16.3	17.7	19.8	7.4052	2.673
2	120	17.5	19	21.3	8.3922	2.9181
2	150	18.4	20	22.4	8.8928	3.2928
2	140	19	20.7	23.2	8.5376	3.2944
2	170	19	20.7	23.2	9.396	3.4104
2	145	19.8	21.5	24.1	9.7364	3.1571
2	200	21.2	23	25.8	10.3458	3.6636
2	273	23	25	28	11.088	4.144
2	300	24	26	29	11.368	4.234
3	5.9	7.5	8.4	8.8	2.112	1.408
3	32	12.5	13.7	14.7	3.528	1.9992
3	40	13.8	15	16	3.824	2.432
3	51.5	15	16.2	17.2	4.5924	2.6316
3	70	15.7	17.4	18.5	4.588	2.9415
3	100	16.2	18	19.2	5.2224	3.3216
3	78	16.8	18.7	19.4	5.1992	3.1234
3	80	17.2	19	20.2	5.6358	3.0502
3	85	17.8	19.6	20.8	5.1376	3.0368
3	85	18.2	20	21	5.082	2.772
3	110	19	21	22.5	5.6925	3.555
3	115	19	21	22.5	5.9175	3.3075
3	125	19	21	22.5	5.6925	3.6675
3	130	19.3	21.3	22.8	6.384	3.534
3	120	20	22	23.5	6.11	3.4075
3	120	20	22	23.5	5.64	3.525
3	130	20	22	23.5	6.11	3.525
3	135	20	22	23.5	5.875	3.525
3	110	20	22	23.5	5.5225	3.995
3	130	20.5	22.5	24	5.856	3.624
3	150	20.5	22.5	24	6.792	3.624
3	145	20.7	22.7	24.2	5.9532	3.63
3	150	21	23	24.5	5.2185	3.626
