9962.65	105.6	507.78	13.5	10.75	9.45
8468.69	19.93	421.21	18.27	13.24	1.84
9770.61	47.25	540.63	9.57	11.89	3.78
9706.74	30.6	504.93	16.1	9.13	3.38
8275.02	59.37	733.3	28.5	12.82	3.11
9121.25	35.83	480.45	11.63	12.8	4.59
8288.02	24.31	479.3	23.78	14.8	4.14
7174.69	18.67	451.22	14.94	14.94	4.06
10525.64	19.9	317.61	19.07	7.46	3.93
6403.96	23.57	589.65	10.17	16.64	10.43
7421.8	35.39	997.12	17.16	16.8	4.65
9572.63	44.94	495.6	25.9	15.83	13.19
7172.86	38.82	363.79	14.89	13.09	3.23
9277.42	31.08	484.54	17.91	12.55	4.36
8761.72	38.33	434.94	10.5	10.87	3.37
9154.08	3.38	166.69	21.96	6.76	2.36
20890.66	102.47	324.47	12.85	12.77	17.24
9406.42	31.92	299.26	9.75	6.36	4.48
10046.4	57.16	551.31	10.25	8.45	4.47
9626.65	30.45	412.06	17.03	9.62	4.23
9141.12	28.89	250.82	20.26	10.43	4.15
9433.11	30.04	319.42	13.03	13.82	3.84
8816.74	28.88	520.42	12.83	10.59	1.91
9846.11	22.81	231.13	15.21	8.11	1.81
12051.57	16.55	148.95	29.23	8.38	9.16
11100.26	14.02	243.59	11.93	6.49	4.74
9786.08	41.11	440.26	16.4	10.73	37.48
8962.15	31.33	419.45	17.24	11.95	4.4
7350.34	6.16	229.8	30.8	8.05	1.41
8558.84	37.68	489.69	10.08	10.84	4.22
8159.78	42.56	536.16	19.63	14.11	7.46
9922.04	35.74	353.19	10.55	13.01	3.79
7507.03	23.43	342.39	13.97	9.04	2.37
10359.46	19.6	283.79	16.72	10.18	6.55
8941.28	20.89	159.18	20.89	10.08	5.03
13643.31	43.41	165.54	45.85	11.36	28.33
8759.12	13.44	387.85	24.75	7.42	3.69
10012.27	34.83	401.52	20.97	14.98	6.87
11417.11	31	344.01	23	12.75	8.81
10264.58	33.11	308.11	19.3	17.11	5.56
10179.11	32.25	312.82	17.7	12.01	7.81
12600.7	90.79	510.68	19.2	13.34	16.44
7636.55	18.41	413.69	15.54	12.95	5.86
9408.58	67.57	578.04	24.98	9.94	8.88
10598.16	39.25	432.91	27.2	15.42	5.52
8788.12	89.56	618.2	13.47	21.48	5.89
9697.86	16.7	353.76	19	11.51	9.33
8740.72	28	313.56	10.53	18.14	7.87
8317.71	25.95	323.59	15.11	14.45	7.8
7661.13	22.38	335.67	13.75	15.91	4.77
7164.87	24.08	495.05	12.04	10.53	3.67
8838.89	38.07	454.14	30.08	12.51	10.76
8680.71	24.76	434.51	7.76	13.3	6.88
11232.08	51.54	508.41	11.5	11.81	16.34
6727.87	22.75	399.06	9.88	15.87	4.78
8471.09	28.89	448.82	23.21	15.73	4.76
10523.71	27.19	194.65	14.21	9.58	2.61
11336.44	33.45	332.18	24.8	13.38	4.99
7618.48	13.45	327.47	23.37	10.2	3.4
11022.14	59.04	357.82	23.87	12.15	4.33
7977.96	32.4	318.29	22.68	11.99	8.76
6801.26	30.48	241.58	13.45	9.41	3.81
5748.72	25.19	381.9	8.85	9.19	2.59
5411.53	52.9	402.67	10.58	5.95	1.42
15558.38	102.04	472.97	10.26	11.72	14.31
5085.8	34.67	463.92	4.28	7.99	2.32
4503.98	29.74	344.31	5.26	9.71	0.65
4056.48	122.19	350.35	5.84	5.49	1.91
4142.85	17.42	353.11	9.9	4.1	2.68
6049.62	251.53	161.3	2.68	8.29	5.85
4825.67	16.81	221.94	10.68	5.91	0.37
4960.91	54.37	317.17	8.33	6.77	2.38
6139.46	23.72	221.74	10.54	13.18	2.5
7431.26	27.05	352.27	13.35	18.49	1.72
7423.6	31.85	357.8	10.5	22.36	5.54
5841.9	13.57	226.36	10.75	11.52	1.75
4550.97	8.48	167.5	8.48	7.63	0.94
4119.42	15.33	172.96	14.23	7.66	0.77
5311.58	56.76	181.54	6.93	5.05	1.27
6527.75	45.3	272.95	6.52	7.15	3.38
4693.84	26.41	257.59	12.95	5.28	2.25
4835.48	50.6	218.95	7.3	4.62	1.53
4200.45	36.78	281.6	12.01	5.76	2.15
4610.62	10.03	130.86	16.8	3.76	1.27
5893.22	12.14	169.02	14.08	5.34	0.91
4122.81	24.77	273.15	5.38	5.79	2.04
4443.4	14.41	197.78	7.07	7.86	1.21
4093.96	47.36	129.28	5.26	7.54	1.72
4123.18	17.9	179	2.31	1.73	0.94
3418.24	20.51	174.37	3.42	3.42	0.76
4727.7	25.41	454.35	5.08	6.7	3.22
5506.5	232.05	323.24	22.69	7.7	5.22
4279.83	42.58	289.28	9.35	8.75	3.08
4593.08	16.07	175.31	14.57	2.36	1.58
5202.02	22.3	174.43	18.41	5.66	0.91
3805.09	13.87	170.89	18.86	5.55	0.66
4465.26	118.97	248.28	7.71	9.07	5.97
4761.98	31.37	342.73	10.24	9.91	1.6
4408.57	40.32	383.02	14.93	7.72	2.13
5762.56	25.7	440.6	7.41	8.49	2.36
5509.6	34.7	223.51	9.7	4.85	1.45
6669.89	32.84	283.81	15.7	8.77	5.13
5310.75	19.15	257.91	17.87	4.47	1.17
