3.85	1	1	1
-1.05	1	2	1
-0.55	1	3	1
-0.45	1	4	1
-0.65	1	5	1
-1.95	2	1	1
-0.65	2	2	1
-2.25	2	3	1
-0.35	2	4	1
0.25	2	5	1
-1.1	3	1	1
-0.1	3	2	1
0.1	3	3	1
0.4	3	4	1
-0.3	3	5	1
-4.95	4	1	1
-15.55	4	2	1
-20.25	4	3	1
0.95	4	4	1
3.15	4	5	1
-2.25	1	1	2
-0.55	1	2	2
-0.95	1	3	2
0.05	1	4	2
9.65	1	5	2
-2.05	2	1	2
-4.55	2	2	2
-0.25	2	3	2
-0.15	2	4	2
-0.85	2	5	2
-1	3	1	2
0	3	2	2
-2.5	3	3	2
-1	3	4	2
-0.3	3	5	2
-23.15	4	1	2
2.55	4	2	2
-19.95	4	3	2
-0.75	4	4	2
5.85	4	5	2
-1.75	1	1	3
0.05	1	2	3
0.55	1	3	3
-0.45	1	4	3
0.65	1	5	3
-0.45	2	1	3
-0.35	2	2	3
-0.15	2	3	3
0.15	2	4	3
-0.25	2	5	3
0.7	3	1	3
-0.6	3	2	3
-1.9	3	3	3
1	3	4	3
1.1	3	5	3
3.45	4	1	3
-24.15	4	2	3
-0.35	4	3	3
3.15	4	4	3
-13.75	4	5	3
