13.2	29.4	21.3
12.1	27.1	20
15.5	32.4	21.7
10.6	28.3	21
12.4	28.9	21.2
14.6	34.9	20.7
9.6	30.5	21.6
8.7	28.3	22.2
14.8	32.9	20.3
17.3	36.9	22.3
7.7	25.8	21.1
12.1	27.6	23.5
13.5	32.5	22.4
5.5	32.4	25.5
10.9	32.4	23
15.4	34.6	20.2
11.6	29.9	22
13	27.6	22.4
10	32.5	20.6
14.6	40.8	23.4
3.8	28.7	18.2
15	30.9	22
10.7	30.1	21.2
12.7	31.6	20.4
11.4	26.1	19.8
9.6	28	19.5
14.4	31.6	22.1
10.4	29.5	21.6
10.3	34.1	22.9
11.5	36.2	23.3
12.6	28.7	21.2
11.8	25.7	20.1
12.7	34.3	24
9.2	30.8	24
18.3	28.3	19.8
11.2	30.4	22.1
21	36.4	20.4
9.2	25.4	21.9
17	45.1	23.2
10.2	30.2	22.4
15.5	35.7	22.6
10.9	32.2	22.8
16.7	33.2	23.2
5.5	27.5	23.1
12.6	31	21.4
10	27.2	20
11.6	30	21.5
10	28.8	22.3
10.6	26.4	20
-0.3	28	16.7
13.8	31.4	22.8
24.6	49.1	22
12.2	34.6	20.9
-0.4	22.1	15.9
15.8	34	23.2
14.8	32.1	20.3
7.7	10.8	9.5
13.4	18.6	10.7
15.5	13	10.5
11.4	13.8	8.5
10.3	19.2	11.6
6.7	17.2	11
9.6	17.2	10.3
8.7	13.6	8.6
9.2	20	12.2
8.1	16.5	12.1
5.8	22.7	12.5
15.2	23.5	13.4
7.9	18.8	12.2
11.6	23.2	12.7
9.7	22.8	12.7
6.5	18.2	13.5
16.2	20.5	12.4
10.3	19.8	10.8
9.8	16.5	10.3
9	19	11.2
17	34.3	12.7
7.8	13.2	10
11.4	19.6	12
-0.6	10.8	9.1
9	19.7	11.9
7.1	15	8.8
10.5	14.1	9.3
9.2	15.7	9.3
7.6	20.2	11.7
8.4	17.1	12.6
9.9	16.4	9.1
13.2	19.9	12.2
10.8	31.1	15.5
12.9	26.6	12.2
11.4	18	11.4
8.3	17.4	12.2
11.9	20.8	12.1
7.4	18	10.9
8.9	12.4	8.7
0.7	18.9	12.9
3.9	19.4	10.8
11.6	17.1	10.3
10.5	17.9	12.3
8.4	16.3	13.3
9.3	21.2	12.3
10.3	18.7	10.3
10.2	21.2	12.1
