60	13	1	4545	84	25413
32	9	1	6216	40	14072
52	10	1	12153	55	16113
37	11	0	16949	45	13285
65	7	1	6614	35	16747
40	14	1	12077	50	15758
44	10	1	15853	45	13563
32	9	1	9426	65	16947
45	14	1	11920	70	16799
35	13	0	12248	45	13133
42	13	1	8552	40	16117
47	10	1	11913	55	17174
27	9	1	3952	40	10331
50	14	1	16788	40	13783
53	14	0	7102	40	25508
52	15	1	15403	50	18684
35	13	1	13497	40	12553
32	9	1	9938	40	11103
35	10	1	7291	60	19105
35	9	1	9254	50	15903
42	10	1	11573	40	24415
45	14	1	9291	40	14215
35	10	0	8892	40	15374
32	9	1	8871	40	13979
67	14	1	26379	60	21157
55	9	0	11764	35	13906
39	10	1	19331	40	12050
36	10	1	15954	40	38273
37	10	1	8817	40	12351
54	13	1	9662	40	15262
47	14	0	16756	40	45527
46	15	1	24227	40	37794
67	9	0	7763	99	26070
49	13	1	10035	45	14908
50	9	1	11135	40	17759
30	13	1	6775	60	14656
32	15	0	16394	50	31637
42	10	1	14542	40	13659
70	13	1	21045	35	16907
31	11	1	12253	50	20467
32	10	0	5049	40	13312
40	10	0	8175	40	12532
33	11	0	5532	50	14368
34	13	1	8968	55	19441
52	9	1	23975	40	17482
54	10	1	15768	38	36359
59	9	1	2760	60	21580
33	9	1	-8405	40	18906
35	13	1	15272	45	13186
73	10	0	12020	40	19404
59	13	1	22054	40	17008
48	14	1	18042	40	13966
70	5	0	8590	40	17270
41	9	1	15816	50	20189
41	16	1	23577	50	26785
37	10	1	4790	40	14233
43	9	1	9956	40	27229
33	13	1	9204	38	13563
41	14	0	14382	38	15858
54	13	0	19669	40	16136
35	9	1	6406	48	17720
40	12	1	15938	50	14730
31	10	0	5281	40	34168
45	13	1	8853	40	19236
34	9	1	10822	40	14410
66	7	1	11189	40	45147
29	10	0	6143	40	11564
31	13	1	9926	55	15793
25	6	1	8245	50	26557
43	9	1	9697	50	20049
41	13	1	9602	40	14152
36	13	1	5009	50	14536
37	12	1	10835	80	18759
50	14	0	8133	70	17404
56	10	0	9760	50	16286
53	10	0	13892	40	32046
36	15	1	28952	50	14718
46	15	1	11068	40	15209
52	11	1	13148	40	19564
46	14	1	17871	50	16244
35	14	1	17747	40	15496
55	10	1	12781	40	14698
44	14	1	15115	33	14107
65	14	1	15213	44	36778
25	9	0	5331	40	20055
47	13	1	12410	40	15305
47	14	0	10326	40	14686
37	14	1	8801	40	14830
50	14	1	17405	45	16887
60	11	1	9875	40	17120
65	13	1	9773	48	18845
47	14	1	36636	60	17237
57	9	0	19006	40	14575
42	9	1	10656	45	14625
52	11	1	16804	40	14537
44	14	1	16521	35	13390
45	6	1	11640	40	14034
39	15	1	15948	40	44661
40	14	0	16376	37	14172
58	9	1	6637	39	20824
34	11	1	35659	60	16435
35	9	1	4647	40	12369
44	14	1	19651	45	15986
55	14	0	8664	45	16408
19	6	1	-3216	35	25160
42	9	0	12857	50	13832
22	9	1	18136	60	15325
31	10	1	12592	40	12163
59	10	1	3096	40	15584
50	14	1	9112	40	14768
30	9	1	12486	40	41393
28	10	0	13587	40	21987
45	10	1	24256	44	15514
36	13	1	35372	55	14811
57	9	1	8281	40	15564
52	14	1	18735	40	16868
32	13	1	16687	40	26178
28	14	1	12226	40	26342
44	13	1	9459	48	14411
49	12	0	2968	40	15462
45	15	1	14679	40	16579
42	13	1	19938	40	15943
26	7	1	9538	48	34350
45	10	0	12947	60	16135
27	9	0	12250	32	10181
42	11	1	15652	55	16520
32	13	1	7494	45	18106
29	12	0	17400	45	13540
58	7	0	16533	40	16182
37	10	1	16100	40	15178
23	9	1	11577	40	10644
42	10	1	11095	45	16605
49	14	0	10908	40	14253
39	12	1	19435	55	16458
43	13	1	11065	40	16092
58	9	0	16420	35	14586
35	9	0	11765	40	17484
37	12	1	12903	50	16054
47	10	1	15347	45	16783
43	14	0	12892	50	19739
46	14	1	17155	65	17467
27	13	0	7492	36	40474
41	9	1	12677	50	16512
33	10	1	13820	56	14321
37	6	0	3058	40	25367
55	13	1	24315	50	19773
34	13	1	19525	70	16095
42	9	1	7710	45	13334
29	13	0	22636	35	12114
36	13	1	35497	40	14625
32	13	1	15170	50	12878
39	8	1	17854	70	20390
58	5	1	-12955	40	15207
41	14	1	11217	60	16393
66	11	0	3771	40	40511
45	10	1	12472	40	14887
66	16	1	21081	35	41439
63	5	1	17249	40	16445
65	11	1	15404	60	19637
45	12	1	15187	72	31618
56	13	0	11459	55	24488
49	9	1	16125	43	14555
24	12	1	15898	40	11091
26	9	1	10469	38	10986
72	10	1	0	    30	15956
44	10	1	15079	40	14648
30	13	1	17573	50	13602
52	9	1	15508	40	16777
59	10	1	8444	40	17372
38	9	1	5115	45	15565
28	9	1	8627	40	12058
29	10	1	10152	70	17248
31	12	1	6740	45	13254
44	13	1	18244	60	18368
41	13	0	19620	50	16753
58	9	1	12490	40	15143
37	13	1	20609	40	14426
39	7	1	0	    70	17905
54	14	0	15042	35	15978
30	10	0	11960	40	33623
58	10	1	13550	45	44289
48	9	1	16849	38	13622
35	13	1	9393	50	13955
33	9	1	12750	40	14679
36	13	1	10290	40	17798
41	13	1	16170	40	15590
51	16	1	7954	55	21576
33	14	1	18679	40	14214
27	13	0	14445	45	13354
57	15	1	17826	60	21573
38	13	1	10255	60	14823
58	9	1	23701	40	16928
45	10	1	15485	45	16420
37	14	1	9859	55	14977
33	14	1	13047	45	15380
37	11	1	3706	40	25563
21	9	1	11238	60	13612
41	13	1	9835	40	15827
47	9	1	8748	40	14380
51	15	1	7753	40	16802
