1	2	20.9	24.6	26.4	8.9	9.7	28.3	83.34	33.28	14.95	34.17	25.88	20.98	8.64	36.6	26.16	23.53	27.95	21.57	33.72	102.83	22.36	22.35	10.39	9.81	51.95	49.88	125
2	1	19.5	24.3	25	8.4	8.6	26.6	75.59	32.87	15.29	28.93	25.21	19.02	7.61	32.17	22.91	20.58	26.23	23.43	31.77	99.37	19.27	27.06	8.04	9.81	48.48	46.32	110
2	1	20.8	26.3	28.7	11	10.8	27.6	81.55	34.2	16.47	29.68	26.35	17.79	8.85	36.29	25.05	21.57	27.87	24.77	34.9	106.47	20.55	27.25	8.43	10	51.6	49.67	140
2	1	23.1	28.5	30.9	10.3	11.2	29.6	85.41	34.99	18.11	33.52	25.31	20.93	8.12	36.25	27.15	24.81	28.76	25.39	38.58	109.53	21.46	28.74	9.74	10.24	55.25	52.73	178
1	1	21.4	26.5	28.4	10.2	11.4	31	82.49	32.4	17.65	32.82	29.46	21.61	7.81	38.25	27.54	27.41	28.33	24.52	38.04	111.99	23.46	27.65	10.79	10.98	53.79	51.96	154
2	1	22.9	28	30.8	10.4	11.6	28.8	77.69	32.6	18.36	30.6	26.59	20.13	8.29	35.58	23.26	22.12	28.2	23.05	37.5	107.02	20.03	23.63	8.82	10.74	49.9	47.58	146
2	1	19.7	23.8	25	8.7	10.3	27.4	76.34	30.81	16.41	31.46	25.89	17.79	8.05	36.19	24.23	22.21	27.47	24.66	33.99	98.68	19.94	25.59	9.2	9.57	48.28	46.52	112
1	1	21	26.3	27.2	10.2	11.2	28.8	79.86	31.53	17.19	29.96	25.46	20.47	8.81	36.29	23.44	23.23	26.26	21.49	36.36	101.82	20.34	21.5	9	9.96	51.04	48.88	141
1	2	17.6	21.5	22.6	7.6	8.8	23.1	67.7	27.03	14.05	26.34	22.04	17.74	8.54	29.11	20.46	16.95	21.75	21.96	29.21	84.23	16.08	24.23	7.58	8.84	41.32	39.62	80
1	2	18.6	24.4	26	8.8	9.7	25.9	73.89	31.63	15.19	30.15	24.23	17.37	7.61	33.02	20.48	17.14	26.68	21.39	31.81	95.43	17.28	24.23	7.95	8.53	45.02	43.46	113
2	2	19.3	25.6	27.5	9.9	9.9	27.1	78.75	33.85	15.91	31.05	25.17	18.46	8.54	32.24	23.33	19.84	26.2	22.15	32.95	100.19	18.54	24.23	8.14	8.71	45.46	43.35	125
2	2	17.8	23.2	23.9	7.5	9.2	24.3	69.94	31.4	15.16	26.66	21.67	17.54	8.17	32.15	21.42	19.28	23.37	20.64	29.92	92.17	17.83	23.29	7.58	8.71	44.03	42.65	94
2	2	18.4	23.4	24.6	8.7	8.9	25.3	76.23	30.36	14.77	28.05	23.22	16.29	8.1	29.87	21.75	19.12	23.63	20.08	30.31	94.6	16.86	23.48	7.39	8.34	42.66	40.79	103
2	2	17.8	23.8	24.8	8.4	8.8	24.5	70.74	28.61	14.72	29.86	24.53	17.18	8.01	30.21	22.38	20.84	24.76	19.63	28.69	89.08	16.27	21.32	6.61	8.87	40.45	38.78	90
2	2	19	24.7	24.7	8.5	10.2	26.9	75.24	31	14.78	30.9	23.87	17.74	8.41	35.24	23.79	22.42	26.79	22.73	32.57	100.19	18.91	23.67	7.96	9.47	44.68	43.36	115
1	2	20.3	25.8	27.8	9.6	10.5	27.2	79.46	32.54	16.67	31.97	25.66	18.81	9	34.02	23.62	20.17	24.06	22.59	33.34	101.55	19.05	24.62	7.41	9.28	46.32	43.65	130
2	1	19.5	25	25.6	9.4	10.5	26.9	72.4	30.36	16.3	30.9	27.02	16.91	7.73	33	22.69	20.09	26.3	21.85	34.47	98.4	17.81	25.19	8.18	8.9	47.83	46.11	117
2	1	17.3	22.4	22.9	6.8	9.3	23.6	68.29	26.98	13.98	26.26	20.38	15.56	8.38	29.02	21.75	18.22	23.63	20.75	29.44	87.22	17.44	21.32	8.15	9.25	43	40.88	80
1	1	20	25.2	27.3	8.8	10.8	27.1	75.56	35.31	16.67	31.6	24.43	18.94	7.81	35.58	24.09	22.5	26.05	24.05	36.77	105.61	18.55	26.89	8.16	8.52	48.84	47.02	133
1	1	17.7	23	24.5	7.8	9.3	24.7	70.63	27.37	15.6	27.01	25.01	19.55	7.61	31.07	21.96	18.14	23.43	21.98	28.41	89.27	16.59	21.08	7.77	8.15	39.23	37.39	97
1	1	20	23.8	26.7	8.2	10.4	26.9	76.59	30.7	15.15	29.67	25.39	18.58	8.47	32.95	22.06	21.97	25.8	22.59	32.59	92.53	18.49	24.24	7.77	9.09	46.8	44.07	106
1	1	19.1	25	27.1	8.7	10.5	25.8	80.11	31.11	16.3	30.61	24.65	20.4	7.29	32.22	21.44	21.06	25.48	22.38	32.95	97.39	17.71	25.38	7.99	9.09	46.06	44.25	124
2	1	19.3	24	25.6	8.7	10.3	26.6	76.27	31.07	15.55	27.71	23.16	18.36	8.47	32.59	23.23	19.89	23.28	22.56	34.1	97.45	18.79	24.62	8.52	8.71	45.72	43.66	114
1	1	21.9	28.7	31.2	10.6	11.6	29.3	85.01	35.1	18.19	29.87	26.53	21.1	8.79	35.81	25.95	22.93	28.71	25.39	38.64	108.55	20.62	26.89	8.71	10.61	49.71	47.49	161
1	1	17.6	23.4	27.7	7.9	9	21.5	63.47	27.08	14.07	24.81	21.84	17.16	6.69	25.89	19	18.11	22.33	19.03	28.94	82.25	14.67	20.91	6.38	7.6	40.45	38.95	74
2	1	17.9	22.7	24.2	8.7	9.6	24	68.99	28.41	14.4	25.48	23.11	17.73	7.05	29.52	22.17	19.88	24.64	20.5	29.92	89.08	16.89	21.78	7.42	8.52	42.98	41.08	87
2	1	16.8	20.4	20.6	6.9	8.9	23.2	61.12	26.09	12.93	25.33	20.54	15.89	7.64	29.51	19.05	15.29	24.58	19.77	27.38	84	16.67	20.15	7.41	8.56	38.78	37.22	68
1	1	17.3	20.7	21.5	7.4	8.6	22.5	66.53	27.59	14.39	25.66	24.62	16.89	7.24	28.46	20.13	18.19	23.59	19.89	26.15	85.07	16.27	20.64	6.46	8.52	39.95	37.85	78
2	1	20.8	27.9	28.4	8.9	12	29.5	79.64	31.43	16.29	33.95	24.69	19.77	8.47	36.29	25.98	23.88	28.4	24.64	37.5	107.43	21.71	26.52	9.33	10.23	53.29	51.63	133
2	1	17.1	21.4	21	6.8	8.7	22.2	64.57	26.74	13.26	24.92	21.97	14.88	6.54	26.2	18.97	18.91	20.42	20.07	26.51	81.53	15.5	19.13	6.46	7.76	37.14	35.58	64
2	1	17.8	21.6	22	7.8	9	23.9	68.98	28.72	14.02	27.44	22.38	17.18	6.91	30.42	21.05	20.38	23.91	20.65	28.41	89.14	17.02	21.78	7.21	8.52	40.62	39.08	78
2	1	17.4	21.4	22.6	7.4	9	24	70.81	28.81	14.39	27.96	26.15	18.58	6.98	30.7	21.23	20.38	25.02	21.41	29.93	87.64	17.81	21.21	8.16	9.1	41.08	39.42	89
1	1	15.8	19.1	20.7	7.4	8.7	21.3	62.38	25.8	12.88	25.18	19.41	14.62	6.62	27.11	19.99	16.36	22.2	19.52	25.77	83.99	15.6	20.27	8.22	7.2	38.62	37.44	64
1	1	18.1	22.7	23.5	8	9.1	24.4	71.51	31.53	14.78	27.34	23.11	16.72	7.35	30.04	22.9	19.94	25.47	19.32	30.12	90.03	17.56	21.97	9.4	7.77	42.07	40.33	89
1	1	19.2	24.2	25.7	9.5	9.8	24.6	74.65	29.71	15.44	29.06	24.4	19.09	8.49	33.19	22.88	21.47	24.28	20.59	33.83	97.58	16.31	25	7.54	8.27	46.31	43.91	119
1	1	20.3	25.6	26.7	9.3	9.7	25.5	76.3	32.06	15.81	30.47	27.27	20.6	9.73	33.84	25.52	21.59	24.63	19.85	33.46	96.55	18.26	23.9	7.9	9.01	46.18	44.1	112
2	1	21.4	26.1	27.2	9.2	11.1	25.9	74.58	30.31	16.11	28.6	23.08	18.18	8.86	32.63	22.03	21.5	26.57	20.89	34.79	94.11	17.36	23.07	7.14	8.97	43.56	41.52	133
1	1	18.1	23.1	23.3	7.8	9.9	21.8	63.43	26.72	14.41	22.6	20.62	15.87	9.02	27.51	19.12	15.61	21.57	17.65	31.62	81.29	14.99	20.77	6.07	8.46	38.84	36.8	120
2	1	19.2	24.8	26.1	9.5	10.2	27.3	77.64	31.87	16.54	29.41	25	19.35	9.73	35.12	23.95	21.01	26.86	22.06	33.46	94.31	19.94	22.24	7.9	9.37	43.61	41.64	76
2	1	18.9	22.9	23.9	8.3	9.4	24	69.64	28.72	15.02	29.09	23.45	20.79	8.19	31.17	21.69	19.12	24.44	20.51	31.14	89.44	17.35	23.99	7.33	8.79	43.13	40.55	128
1	1	21.7	26.8	27.6	9.6	10.7	29.7	84.23	33.58	16.87	32.07	27.13	21.44	9.7	34.87	24.33	21.55	27.69	22.34	36.63	102.38	20.73	21.06	9.16	9.52	47.28	44.95	94
2	1	19	23.2	25.2	8.3	9.4	23.5	63.63	28.32	13.92	25.32	22.03	17.37	8.55	27.14	18.77	17.29	20.68	19.05	29.34	87.14	15.57	25.11	7.69	8.97	43.15	40.62	154
2	1	17.6	21.7	23.1	7.5	8.5	22.9	66.51	27.75	13.61	27.37	20.69	16.32	8.42	28.19	20.71	18.08	22.91	18.82	30.55	87.36	16	21.91	6.19	8.34	43.69	41.23	92
2	1	17	20.4	20.8	7.3	8.7	22.9	67.28	27.37	14.1	26.36	21.41	17.57	8.8	31.11	22.08	17.78	23.4	18.88	28.79	85.93	16.07	22.91	6.5	8.82	40.95	38.42	79
2	1	16.5	20.6	21.8	7.1	9	22.7	67.21	26.96	14.29	25.66	20.53	15.44	7.68	28.73	19.89	17.68	23.6	21.04	29.19	86.16	15.78	24.84	6.85	8.38	43.07	40.54	70
2	1	17.7	21.2	22.1	7.3	9.2	25.5	70.45	30.4	14.12	28.45	21.83	16.82	8.94	31.96	24.2	20.56	23.02	19.95	31.41	94.15	18.8	22.91	8.33	9.29	49.3	47.15	73
2	1	17.7	22.7	23.5	8	8.4	23	71.49	31.25	14	28.06	21.17	17.59	7.07	31.7	20.71	21.22	23.22	21.37	31.33	91.59	16.14	23.67	6.7	8.33	45.05	42.66	84
1	1	16.9	20.9	22	7.5	8	23.4	64.42	27.69	13.91	27.6	21.53	17.28	7.68	30.94	21.56	18.04	24.46	21.19	29.82	86.57	16.86	22.69	6.97	7.96	43.19	41.26	80
1	1	17.9	22.7	23.2	7.2	8.8	23.8	68.9	26.5	15	26.57	22.68	18.36	6.87	28.76	20.38	18.07	23.21	24.03	31	90.17	15.84	24.67	6.34	8.17	42.95	40.89	70
1	1	19.7	25.2	26.6	8.7	9.6	27.2	83.67	34.25	16.78	31.07	23.38	20.28	8.06	33.33	24.11	23.81	25.36	22.27	34.59	100.37	20.02	25.68	8.56	9.6	50.37	48.05	83
2	1	19	24.9	24.4	8.4	9.5	27.1	74.68	31.57	16.24	29.56	23.13	18.4	9.13	33.25	23.34	20.51	24.63	23.88	34.49	98.22	18.05	25.86	7.45	9.31	49.79	48.12	122
2	1	19.6	25.1	26.7	8.5	9.9	28.1	77.28	30.63	16.61	31.85	24.95	18.32	7.89	35.4	24.22	22.81	27.39	24.23	36.67	100.01	20.36	26.12	8.15	9.35	49.74	48.2	100
2	2	19.6	24.9	25.5	8.7	9.9	28.3	79.01	32.63	16.55	31.72	22.76	18.33	9.81	33.66	26.37	22.14	27.67	22.16	33.45	97.99	18.44	26.21	8.08	9.65	48.47	47.07	121
2	1	20.2	26	26.3	9	11	26.3	76.19	33.66	16.45	31.31	22.79	17.49	9.08	33.94	24.89	19.98	26.09	24.01	35.67	100.75	17.98	26.75	7.22	8.39	50.76	48.5	106
1	1	20	26.9	27.3	9.2	10.9	27.8	82.57	31.4	16.43	31.89	23.87	21.46	8.31	32.44	23.92	23.09	25.67	24.18	35.68	104.31	19.18	26.05	7.92	9.44	49.86	48.24	120
1	1	20.1	26.5	26.6	9.2	10.5	27.3	78.45	32.01	17.02	31.4	22.64	18.46	8.85	33.08	22.58	18.82	26.04	24.6	36.5	100.39	18.1	25.17	7.58	9.91	50.18	48.16	129
2	1	20.7	28.7	29.7	9.9	11.2	28.3	83.23	32.61	19.17	33.61	24.9	19.35	9.81	38.52	26.04	22.78	26.78	22.84	37.98	106.14	19.04	24.74	7.31	9.41	48.29	46.4	117
1	1	19.9	26.6	26.5	10	10.3	26.1	79.09	28.93	16.14	30.52	23.33	20.25	9.11	34.41	22.82	20.4	24.99	21.59	35.79	99.86	17.41	24.21	6.98	8.95	48.96	46.83	138
1	1	20.8	27.8	28	9.7	11.2	27.1	79.65	30.47	16.72	32.07	23.9	20.96	10.48	31.98	23.75	22.71	23.84	22.28	35.19	105.41	18.36	27.7	7.67	9.76	51.88	49.48	115
1	1	20.1	28.2	28.7	9.3	10.4	27.5	77.67	34.21	17.14	30.49	23.7	18.89	10.58	33.7	24.12	21.31	24.43	21.31	36.07	102.82	18.57	25	7.32	10	48.9	47.12	135
2	1	19.9	27.1	26.7	9.3	10.5	28.5	78.96	31.53	17.09	30.84	22.82	20.11	10.19	34.59	25.98	21.98	26.85	22.3	36.3	104.54	20.36	28.11	7.83	9.96	50.7	48.46	132
1	1	20.9	27.5	27.5	9.8	11.3	27.2	80.96	32.95	18.02	31.64	24.45	19.56	10.54	33.22	23.24	21.66	23.24	23.23	36.75	105.34	18	27.92	6.89	9.01	50.64	48.56	122
2	1	20.1	26.2	27.5	9.4	10.2	27.6	76.2	31.16	16.58	32.27	23.19	19.78	9.98	31.88	24.34	20.93	24.21	21.76	35.77	100.25	18.98	26.35	7.5	9.23	48.27	45.95	134
1	1	17.6	23.1	23.5	7.5	8.8	21.7	66.4	26.5	14.11	24.92	21.19	16.78	8.85	27.13	19.67	17.01	22.12	18.57	30.37	84.53	15.71	21.78	6.29	9.36	42.05	40.06	119
1	1	19.8	26.6	26.1	8.6	10.7	26	73.24	32.5	14.7	28.86	23.94	16.91	8.85	29.45	21.74	17.8	24.84	20.35	34.62	94.47	18.71	24.3	7.52	9.62	47.53	45.82	62
2	1	18.3	23	23.1	8.2	9.9	24.4	69.07	28.74	15.08	24.99	22.68	17.11	8.2	29.51	21.95	20.41	24.12	21.08	32.79	91.62	18.49	25.9	8.52	9.84	49.34	47.68	94
2	1	19.3	25	24.7	8.9	10.6	26.5	69.86	28.32	16.72	28.01	22.45	16.3	9.15	29.4	22.68	16.66	24.11	20.78	34.44	92.42	17.28	23.93	6.72	9.34	45.68	43.57	76
