-1	-1	-1	-1	-1	9.8	7.5	12.5	41.5
1	-1	-1	-1	1	30.2	35	22.5	45
-1	1	-1	-1	1	17.5	17.5	12.5	20
1	1	-1	-1	-1	12.5	10	7.5	12.5
-1	-1	1	-1	1	512.5	1950	2070	3030
1	-1	1	-1	-1	655	670	450	1700
-1	1	1	-1	-1	342.5	262.5	410	322.5
1	1	1	-1	1	1020	1050	970	1230
-1	-1	-1	1	1	82.5	145	162.5	145
1	-1	-1	1	-1	19	22	17.5	25
-1	1	-1	1	-1	9.3	5.8	5	12.5
1	1	-1	1	1	27.5	22.5	15	20
-1	-1	1	1	-1	270	237.5	337.5	717.5
1	-1	1	1	1	282.5	710	650	547.5
-1	1	1	1	1	172.5	237.5	210	190
1	1	1	1	-1	172.5	155	257.5	435
-1	0	0	0	0	45.8	52.5	62.5	57.5
1	0	0	0	0	77.5	62.5	70	113.8
0	-1	0	0	0	195.8	262.5	252.5	276.3
0	1	0	0	0	33	22.5	15	27.5
0	0	-1	0	0	20	15	17.5	17.5
0	0	1	0	0	337.5	117.5	105	177.5
0	0	0	-1	0	70	147.5	60	147.5
0	0	0	1	0	83.8	62.5	132.5	105
0	0	0	0	-2	40	40	22.5	60
0	0	0	0	2	287.5	450	482.5	495
0	0	0	0	0	67.5	77.5	45	107.5
