0.5	7.47
0.4	5.99
0.5	7.47
0.4	5.83
0.5	8.43
0.5	9.63
0.6	10.45
1	16.1
0.9	16.2
1.6	29.7
1.7	33.82
0.3	5.1
0.4	6.1
1	15.34
0.8	12.96
0.6	12.17
0.6	10.63
1	15.54
0.8	11.61
1.3	19.84
0.6	8.68
0.7	10.59
0.8	12.82
0.5	6.99
0.9	12.35
0.8	10.95
0.3	5.14
0.3	4.2
0.6	9.85
0.9	15.04
0.8	13.26
1.8	29.15
1.1	15.83
0.7	10.84
0.9	12.13
0.8	13.28
161.8	2043.68
134.3	1777.86
99.9	1373.68
102.2	1386.27
70.4	1037.73
71	1029.74
71.2	920.76
346.3	4686.96
130.5	1793.9
101.7	1432.61
84.9	1405.19
78.6	1158.28
112.4	1350.2
138.8	1617.84
105.7	1389.99
107.6	1483.98
81.2	1225.39
77.3	1078.02
74.1	932.37
275.9	3621.31
172.3	2191.32
129.9	1713.64
114	1417.73
76.4	959.47
143	1578.76
172.5	1807.79
140.4	1698.93
95.5	1230.52
135.7	1783.49
68.9	959.13
58	764.4
216	2685.19
196.6	2398.6
87.3	1203.11
80.9	1214.99
78.2	1066.63
0.1	0.6
0.1	1.23
0.5	5.15
0.3	3.59
0.2	2.37
0.4	4.46
0.2	2.02
0.1	0.56
0.2	2.16
0.1	1.74
0.2	3.09
0	0.32
0.2	3.12
0.1	1.69
0.5	6.55
0.7	9.52
0.6	9.76
0.7	11.31
0.6	7.32
1.3	22.1
0.7	9.27
1.2	17.49
0.8	12.71
0.7	11.58
1.1	17.21
1	15.95
0.9	15.28
1.1	17.12
0.8	12.87
1.3	22.64
1	15.47
1.6	24.39
0.8	12.04
1.9	29.47
1.3	22.31
1.2	19.18
26	366.33
46.5	662.89
38.5	561.69
53.8	797.49
31.5	478.86
19.4	279.74
31.9	392.78
92.3	1238.12
31.2	438.79
33.3	505.47
30	524.94
27.2	395.62
25	321.39
23.3	301.23
18.6	254.25
19	273.78
19.5	287.34
14.1	196.9
29.9	379.14
69.8	868.11
23	292.99
25.9	344.76
16.1	212.04
16.9	214.28
16.3	189.35
14.7	174.21
14.4	179.6
15.5	203.99
20.4	281.02
19.2	267.87
22.4	297.32
123.1	1531.8
33.1	420.4
19.1	257.59
22.1	344.58
20.5	285.78
2.8	43.56
3.5	54.07
1.9	28.62
4.2	68.61
3.1	57.53
2.5	44.86
3.2	50.49
17	256.93
2.5	38.63
2.7	43.81
2.4	43.75
1.9	31.15
3.6	51.6
3.8	52.28
3.3	50.92
4.3	70.8
4.1	72.52
3.1	48.8
3.3	48.21
18.8	263.53
2.9	41.19
2.8	40.97
4.1	61.23
2.4	31.72
3.7	45.53
3.8	46.12
2	28.5
4.4	71.75
2.9	55.45
3.8	65.17
3.7	60.13
12.9	191.29
3.3	50.22
3	47.68
2.7	49.37
3	48.77
99.6	999.91
76.6	744.65
108.1	1003.26
96.2	949.22
74.3	656.03
57.2	497.83
46.9	410.2
114.8	1092.73
49	454.94
53.7	442.87
50.5	438.31
75.8	696.02
100.3	840.55
108.1	772.16
128.7	906.16
89.8	692.96
106.6	899.49
64.1	441.94
21.6	146.27
196.8	1186.07
56	369.13
69	431.86
88.1	571.46
102.8	642.27
104.7	646.38
119.9	715.43
139.5	894.38
117.6	825.84
94.3	628.42
83	533.09
52.4	313.25
242.9	1619.88
55.4	323.81
64.8	440.99
98.5	635.7
92.3	633.77
0.5	8.53
0.5	8.87
0.5	9.24
0.5	8.65
0.4	7.37
0.7	12.99
0.5	8.85
0.9	15.54
0.5	8.1
0.6	11.67
0.6	11.49
0.8	14.88
0.5	8.98
0.5	8.25
0.7	12.62
0.5	9.48
0.9	17.18
0.5	10.52
1	16.34
1.3	22.22
0.6	9.97
1.2	20.14
0.6	10.21
0.6	10.37
0.6	9.73
0.6	9.14
0.4	6.34
0.6	10.89
0.6	10.69
0.7	12.54
0.5	8.65
1.2	19.03
0.6	9.87
0.5	9.72
0.4	7.19
0.4	7.11
60	817.96
9.7	130.84
23.1	342.64
34.6	507.74
3.6	53.08
3.4	52.49
2.7	37.27
336.5	4726.21
14.7	196.7
29.3	407.19
25.7	408.65
32.3	464.3
34.1	387.82
18.2	212.77
13.3	168.03
4	54.17
2.8	39.32
2.7	43.21
5	62.81
372.9	5001.5
28	331.07
18.9	243.31
36.8	456.28
27.5	342.37
33.3	380.44
26.4	310.51
13.4	168.37
5	63.61
2	30.16
5.4	76.09
15.2	184.74
301	3747.99
23.3	275.35
35.2	461.3
33.5	432.08
18.7	239.36
58.1	690.74
55.7	668.4
55.1	703.7
41.6	547.37
37.3	533.68
45.4	565.46
67.5	836.69
157.3	1997.01
69.5	875.58
72.5	972.69
54	843.37
52.1	727.8
62.3	752.97
70.8	802.76
55.1	688.48
40.9	556.03
46.8	655.36
49.3	642.6
36.2	472.2
110.2	1408.47
47.4	629.14
47.6	613.49
38.9	531.81
46.6	607.57
58	704.39
59.2	702.71
56.4	700.29
56.5	729.34
44.4	601.64
40.4	577.3
49.5	652.7
109.7	1321.75
43.4	537.53
55.9	721.12
51.5	683.09
42.2	533.07
2.7	41.98
3.7	61.3
4.3	70.99
4.2	74.4
2.5	43.63
1.6	28.04
0.7	12.56
2.3	29.19
2	30.68
1.8	32.28
3.2	59.51
3.9	66.96
3.8	57.33
2.7	40.87
4.6	73.55
7.1	119.93
4.2	79.36
2.6	44.8
2.7	40.87
4	62.21
2.9	45.31
3.2	49.15
2.8	47.3
3.9	60.69
2.5	39.39
3.3	52.99
3.8	59.03
5.8	89.45
2.7	44.65
1.6	27.62
23.4	29.7
3.3	51.7
1.9	32.6
1.3	24.31
3.2	58.28
1.8	30.45
0.1	2.67
0.1	1.15
0.1	3.12
0.3	5.4
0.1	1.09
0.1	2.22
0.1	2.62
0.2	3.62
0.1	2.13
0.2	4
0.1	2.56
0.2	2.85
0.2	2.44
0.1	1.09
0.1	1.17
0.1	1.21
0.2	2.64
0.3	4.03
0.2	2.72
0.2	2.39
0.1	2.37
0.1	2.24
0.9	5.77
0.8	7.21
0.3	3.75
0.5	3.4
0.4	3.71
1	6.05
1.3	8.03
2.7	22.31
1.3	8.14
2.2	15.26
2	14.15
1	6.5
0.4	2.86
0.6	7.83
2	15.97
0.2	1.53
1	6.08
1.5	9.58
14.7	134.43
0.9	5.87
1.5	10.54
2.2	14.66
0.9	5.96
0.9	6.05
0.3	2.19
3	29.62
2	16.24
0.9	7.43
8.8	95.17
1	9.12
1.1	11.08
0.9	8.55
0.6	6.7
70.9	912.23
44.2	541.81
43.1	564.99
25.4	305.77
16.2	184.75
3.4	37.8
6.1	70.61
103.3	1313.09
22.4	278.57
18.7	268.29
18.5	307.93
52.8	767.09
51	620.01
74.1	811.67
94.1	1258.43
66.1	923.21
31.7	383.47
29.9	323.66
10.4	113.98
90.8	1161.62
22.8	272.76
27.1	348.45
49.7	620.26
52.1	648.09
49.8	559.12
59.2	683.49
64.3	787.9
31.5	367.65
30.2	375.78
19.9	213.28
16.8	169.22
181.5	2143.5
28.4	330.99
33.3	454.14
32.7	468.33
49.6	641.62
1	14.46
1.3	14.83
