0.883863752	0.235690815	0.174388443	0	54.48	-0.41
0.721776159	0.092804758	0.009147523	0	3.46	6.78
0.999124197	0.087156002	0.02791476	0.000282857	2.25	-1.97
0.654952077	0.110495291	0.001059718	0	2.02	2
0.893108498	0.062807742	0.01604947	0.000940122	8.57	2.14
0.733109172	0.912902247	0.135405355	0.01116706	11.04	3.46
0.98620434	0.212375833	0.006415376	0	6.7	-2.67
0.949948776	2.033626564	0.005154584	0.091620495	2.89	-3.99
0.427186717	0.596703255	0.004726224	0.000139565	2.88	11.51
0.602295083	0.235553299	0.005455015	0	2.16	6.42
0.641886378	0.095887779	0.009468755	0.006429163	14.69	2.26
0.32873855	2.66575626	0.005427026	0.014660637	2.5	13.76
0.967570577	0.188458276	0.102963619	0.023487393	8.83	-0.46
0.790611837	2.648490801	0.010701398	0.012990971	2.83	1.54
0.802636663	4.461952252	0.022871628	0.002498159	3.45	-0.21
0.597366942	0.137555515	0.009736484	0	4.69	7.75
0.602017522	0.060662105	0.020076219	0.000665816	4.62	9.26
0.291663598	0.0876193	0.083697396	0.004511914	1.67	16.77
0.655219948	0.230759405	0.002551445	0.017556034	2.44	9.82
1.125923723	0.108135109	0.097507481	0.002736674	5.45	-4.49
0.5285897	3.707186918	0	0	7.12	3.3
0.871165781	5.856003355	0.000236095	0.005003581	15.76	-0.19
0.63235187	0.257018196	0.076075786	0.009419428	2.13	4.58
0.738946173	0.296898196	0.009393654	0.003537972	3.4	4.5
0.435468387	0.097115008	0	0.000759286	5.68	4.48
1.058079782	0.192335782	0	0.000351682	15.75	-2.22
0.785308935	0	0	0	5.64	0.42
0.903653401	0.57616778	0.211893052	0	15.7	-1.12
0.613909564	0.062470231	0.166195373	0.00317077	12.51	2.3
0.760795743	4.368206518	0.170396555	0.01892817	2.59	-0.56
0.858757052	2.055765469	0.042884156	0.009186231	2.08	-0.03
0.543778842	2.415907638	0.081995322	0	29.13	6.33
0.847416457	0.12031028	0.01317625	0.007291125	19.56	2.29
1.240503548	2.055651515	0.003758011	0.001168565	2.98	-10.65
0.457373774	7.793204816	0.002460546	0	3.23	-1.38
0.743865778	0.93562574	0.021722025	0.018173591	4.39	5.68
0.360911585	0.533025222	0.000118746	0	5.72	2.78
0.487937154	3.055677554	0.001092957	1.05275E-05	5.26	4.5
0.934949207	1.102997089	0.006985118	0.005934009	58.78	-0.51
0.166820445	0.079813331	0.001171672	0.002479642	3.74	6.36
0.231060675	4.207663304	0.062531565	0.084583136	1.47	5.96
0.449928184	2.057635759	0.000706553	0.022361029	1.63	16.13
0.896478636	4.204494663	0.03946934	0.008354923	18.68	-0.69
0.527330507	2.813209968	0.000793597	0.011636004	3.2	1.59
0.835738489	0.521857449	0.146731055	0.041882079	15.3	-0.57
0.501879717	0.54711325	0.04439326	0.024670912	2.72	6.44
0.614565414	0	0	0	7.23	4.29
0.613872048	2.417109944	0.001062085	0.000238888	1.51	7.13
0.493440835	0.165581175	0.056707438	0.00167109	7.14	3.4
0.899905999	0.240119217	0.066554192	0.008524343	1.39	-1.35
0.888103753	1.942976078	0.013569116	0.010998246	1.92	-3.33
0.742243262	2.932755187	0.000562692	0	6.53	0.03
0.65736076	0.038758241	0.0322522	0.008405824	6.61	2.33
0.661285846	0.820262323	0.52885859	0.017712157	4.71	0.37
1.169962637	1.123105967	0.004934716	0	1.83	-5.36
0.674483857	0.07708334	0.000153591	0.000628762	5.14	8.08
0.642763408	0.083030926	0.033966092	0.006430781	5.35	4.69
0.672409622	0.124078079	0.000485291	0.017455421	10.17	2.64
1.016202511	0.037286113	0.000641383	0	3.9	-0.43
0.770522995	0.272383703	0.049690423	0.006133995	3.36	5
0.545791097	0.355136352	0.0056535	0.002980771	5.7	1.3
0.841343122	0.320611127	0.019567899	0.007307107	12.36	1.49
0.815520316	4.777380119	0	0.000367636	3.3	-0.17
0.404970294	0.219057318	0.103069096	0.006190335	2.03	12.79
0.745363401	0.078389505	0.046225163	0.000610858	7.94	1.78
1.007940737	4.331497775	1.31559E-05	0.001678781	2.71	-7.79
0.668158321	1.178279605	0	0.001229004	1.61	8.05
0.546148596	2.060388352	0.000587635	0	3.65	1.63
0.41449561	0.570045	0.004734283	0.006486701	10.39	6.73
0.896605344	0.055027083	0.002673862	0.008346743	5.53	1.02
0.78140529	2.097536732	0.024287946	0.00866664	11.32	4.98
0.987998449	0.071054125	0	0.021587701	11.38	-1
0.694799579	2.349103863	0.01603901	0.002334758	3.37	3.25
0.495136485	0	0.043380624	0	24.58	0.95
0.679099915	0.141045429	0.007956148	0.006001225	45.74	5.22
0.345280444	0.093970876	0.000456998	2.81727E-05	1.45	27.25
