0.2133	-2.308	-8.5132	-10.6651
0.9413	1.2048	-4.1313	5.2739
-0.6165	-1.0754	-5.4988	-2.2908
-1.2154	1.4384	-4.7902	2.805
0.3678	1.6125	-2.8339	7.5527
0.0366	0.584	-5.8016	0.4213
0.1636	0.7677	-3.9292	1.8518
-1.4562	0.3064	-7.1359	-4.0885
-2.6535	-2.142	-7.6303	-7.0537
-1.2722	0.2899	-5.0166	-0.8915
-1.2276	-1.4133	-7.6792	-7.0021
1.3087	0.5436	-2.9362	4.4775
-0.1036	-2.227	-7.7164	-10.7953
-0.2724	0.2107	-3.156	5.3512
-0.3896	-3.1353	-8.7172	-14.5927
0.6659	0.8877	-3.2162	5.8618
2.121	1.652	-1.1933	11.1076
-0.9035	-1.1082	-5.7122	-4.6404
-0.88	-1.703	-7.0756	-8.3006
-0.4792	-1.4409	-7.1334	-7.3699
-1.9608	-1.9674	-7.0908	-6.2175
-1.9271	0.5333	-5.8178	-1.5325
-0.497	-1.2314	-7.8755	-9.2648
-1.0759	-1.0643	-5.4215	-2.9707
-1.3846	0.8026	-5.1148	0.1859
2.165	-1.6213	-3.0335	0.5601
-0.9351	0.197	-4.5964	2.2223
0.1378	-1.1782	-5.888	-3.6547
-2.5223	-1.6597	-9.4292	-13.6328
-0.6787	-1.9986	-4.9259	-1.4192
-1.8665	-1.7153	-6.511	-3.9751
0.2733	0.4637	-3.9374	2.207
2.5053	-0.2927	-3.3827	2.9221
-0.6474	0.8221	-4.1466	2.9272
-0.2099	-0.785	-6.1856	-3.8248
-0.1594	-2.4325	-6.8908	-7.3217
-0.3642	-0.8784	-4.4361	-1.0826
-1.7083	-2.0538	-6.9914	-5.7308
0.0828	1.6929	-3.0457	5.2853
-0.6833	-0.0002	-6.4165	-2.8162
0.0098	-0.204	-4.5454	-0.5628
0.8122	-0.3706	-3.0402	4.2226
-0.7197	0.5228	-2.8731	2.837
-0.4476	-0.0371	-6.8418	-4.2108
-1.2557	-0.2973	-6.9266	-5.0248
1.2623	-2.7807	-7.0192	-9.6272
-1.952	-1.5694	-7.0712	-4.9137
-0.637	-0.1024	-5.1515	-2.007
-1.7872	1.6853	-5.6793	1.8649
-0.62	1.5364	-2.132	9.4976
-0.4671	2.4089	-4.7093	6.2493
-1.5115	0.4483	-5.4337	-0.736
-0.5081	0.9826	-4.8532	2.1675
1.6276	-0.0213	-2.7575	4.9091
-3.0987	0.9362	-7.9089	-5.4528
-1.1715	-0.9129	-8.0691	-8.3308
-1.1799	0.8266	-5.8699	-0.6863
0.5283	-1.5339	-5.7189	-3.8938
-1.88	-0.7472	-8.4265	-8.6413
-0.1453	0.0606	-5.7231	-0.8855
