31285	118660.21
16657.66	59827.48
39210	149945.15
14266	54602.78
1060	4840.02
23711.88	72731.12
23605.85	90924.58
12081.85	35802.24
20707.17	72437.91
9321.62	34101.55
25389	92069.01
22654	87138.81
23579.68	85137.52
28196.78	112835.84
23360	96304.83
45515.04	177639.56
23539.63	86205.27
6565.99	31558.7
7428	35096.37
797	3963.72
23253.13	89873.05
23589.1	83240.9
14712.27	71835.71
93480	387877.89
8520	28411.95
1400	3519.24
2135	4898.25
20504.4	78487.1
1050	4101.68
25530	92252.92
2034.43	6534.6
23204.89	89312.25
16088.76	62842.45
23064	93961.88
70089	284382.86
23126	92802.35
25200	74235.15
21432	80069.79
10296	49747.9
9528	32732.8
10416	36484.6
6300	30406.32
23040	79954.24
12336	42074.6
13520.6	47057.88
46080	181592.09
18204	88340.91
15468	76815.42
14112	67550.33
12384	51029.47
21840	76492.51
46080	178749.34
13680	56123.79
20418	104020.7
16836	84484.51
17040	87920.07
15444	75107.27
13704	56689.69
18289	85093.19
16420	82631.46
8187.86	33627.36
13944	41122.19
16979	49486.34
660	1426.14
2140	4631.68
29620	64027.24
50100	108063.57
3180	6883.93
37900	82163.53
11000	27761.29
9390	32802.39
15000	37445.61
4000	12796.51
9650	31952.74
19000	49880.37
6000	18517.95
5000	12089.08
3015	11272.75
3840	12396.34
8010	32818.5
3500	9874.57
19360	62835.74
8940	29863.59
17000	52398.14
19100	79788.8
1000	4279.51
5140	22301.13
20640	84754.91
24990	106429.36
1600	5802.72
5130	22914.85
18000	37065.28
17750	67914.89
24996	74570.51
16320	66395.05
17200	77122.49
19500	81574.86
18000	82855.47
1000	4269.95
18000	85950
20000	83474.82
18000	77464.35
18000	84150
18000	85950
20000	82469.99
20000	82437.89
20000	74278.44
19720	75843.24
500	957.88
9000	35831.03
18000	87345.14
18000	85424.22
3000	9160.8
9000	41789.02
18000	82215.16
17000	73329.48
20460	81866.63
18000	87137.5
18000	88136.1
18000	87120
8000	26095.31
5500	24561.24
19340	87268.83
20000	99096.14
20000	97856.13
19500	88854.86
300	813.11
300	1123.12
510	1926.32
390	2052.1
12678	39598.77
962	2114.34
104	282.68
546	1483.87
2860	9163.54
3510	11022.92
2081	7582.87
4640	25513.1
880	4358.88
6174	26499.18
11579	64541.46
4000	20660
3576	18868.55
4512	21347.45
2628	12767.89
3600	17496.1
9548	39376.26
11464	60481.89
10197	52639.72
6426	33141.77
4312	24843.21
24180	80494.35
11708	40781.49
24189	78096.32
10367	49315.4
9000	46443.51
12831	66170.52
14867	69291.39
9500	49017.01
16600	95113.62
4000	20682.9
4000	20661.87
1129.49	4373.54
2565.8	6420.92
4350	14066.72
6814	35203.83
1229.02	4943.51
23119	74766.97
24122	77888.31
24049	77659.51
24225	78207.68
8747	45157.88
7000	36152.25
4620	11961.66
3737.18	9363.68
24184	80156.78
756	1987.21
2593	9427.36
1200	16795.5
11000	55735.01
4800	23197.84
4500	21851.1
14400	69946.63
24233	80313.92
3433	17371.45
10190	41766.81
17561	96601.5
2263.56	6275.78
24129	79959.96
14081	46694.48
15985	52525.65
224	949.15
9149	35336.59
7358	27228.45
13208	45774.24
4023.41	13423.36
9848.75	28846.69
13909	76004.59
19000	97832.5
18730	96475.07
18600	95821.5
14000	46703.18
2678	9801.39
9335	33706.41
1931	7100.74
6638	23030.78
21974	72976.21
15944	82284.24
1050	5320.66
9360	48275.46
15392	74018.4
18562.4	93766.01
23984	92590.28
7617	39292.01
18000	93347.97
18475	100766.04
18000	94252.92
2036	10994.4
1496	8377.6
360	2376
18300	99912.08
23038	91439.55
22857	89565.18
1249.1	17296.88
9396	45646.41
7200	37989.02
7000	36055.12
19500	103483.41
13724	59211.27
12485	60257.7
18000	92860
12865	64956.85
11871.6	57797.09
24132	80521.03
24157	80600.37
24178	80669.09
24350	81220.57
9211	31596.55
8820	46556.62
18000	96660.79
18000	92860
4680.89	15520.2
1244.63	3477.05
2055	10597.32
9548	48802.53
18554	68532.37
19458	71495.58
24100	79593.42
24140	79721.73
24122	79662.75
2187	8093.86
5203	16041.31
23029	85633.33
9476	35957.85
3960	21145.08
9193	38111.68
3360	12942.02
4473	24299.43
3772.16	9936.07
3681.66	13576.95
994.52	3614.38
1107	5707.63
1385	5143.21
19427.9	92388.89
18422	58922.99
17486	87013.96
5460	28120.9
5000	25754
20708	98477.57
6509.5	24234.88
10768	51089.49
7668	40912.87
22798	86738.03
17400	92616.67
4380	23999
495	2355.65
168.5	586.21
6012	26085.5
2208	11846.97
495	1826.88
5000	19750
25255.5	100922.88
21185	84802.55
1260	6753.47
7380	39683.81
1456.9	5868.61
1000	5168.82
4505	25511.03
5850	24086.8
778.5	2736.65
1378.98	6660.63
1984	8335.27
4562	20945.01
5474.4	24033.13
1840	10024.91
7262	30088.09
8802	51044.38
1232	7044.16
12646.4	45164.1
658	2223.23
5777.2	20209.42
1890.7	6604.61
16638.9	59431.13
22625.9	79407.91
8176.1	29809.77
216	654
4066	19984.41
2852.7	10611.26
6708.3	39513.71
4389	22558.99
214	593.57
9872.5	36320.83
4780	16914.03
8463	46104.41
12844	71794.68
69	186.37
8977	50442.09
4186	21793.38
4067	22224.9
22511	83790.44
3236	18464.82
9185	46288.78
23817	89719.59
23765	129741.02
4421.8	12828.65
10094.5	38004.61
124	548.87
11965	66769.15
13830	77135.64
15008	64232.66
847	4692.53
21190.1	84161.25
505	1600.41
1053	3343.92
21659.6	86068.75
20501.5	81466.82
12269.6	48731.48
23026.5	94975.1
79	255.6
70	233.28
201	1106.07
20189.5	84289.15
20216.6	84402.28
729	3435.42
1202	3190.83
1393	4596.92
22041	70003.46
14200	65901.2
14308	66360.28
14072	63691.27
11088	59443.46
15393	83688.09
3648	19319.71
7446	35252.85
18898	61292.65
1140	3649.96
570	1828.4
10616	50198.93
9435	45188.65
5097	24417.68
1292	2971.6
14150	82070
13260	64442.69
17418	82833.25
25000	82663.97
12050	57095.89
2310	10043.4
7770	18995.01
7686	18761.96
6638	16199.42
9756	51666.21
8532	45108.07
1115	3808.11
12615	70644
3050	17995
8556	30964.56
4248	22339.42
18660	98537.02
4860	25400.18
9480	46201.04
9151	44252.02
11142	38999.48
2924	14009.17
6418	30698.37
9132	44331.95
8399	40734.54
5597	26902.75
4993	24183.87
1366.2	3552.12
4946	20746.99
19277.25	103827.55
1507.5	1667.75
10088	48946.38
3096	17274.84
10213	65079.18
4848	25422.3
7524	36764.98
4099	19577.45
7715	36927.42
12685	72304.5
25080	83017.44
3804	18440.98
9286	45013.31
3923	18779.83
22000	72295.3
10128	44475.24
3000	36000
2070	6923.96
190	656.81
2719.5	7070.7
6480	32133.37
5628	27323.69
7816	37785.69
15714	82508.93
2142	5224.86
10380.1	42650.17
4564	21299.89
7329	35047
2924	13974.7
3590	17215.51
4447	21265.3
3325	15911.43
9894	48075.92
2756	13409.08
13927	67678.09
3617	17348.98
22760	74598.34
4655	22280.74
11340	27900.11
9366	22853.02
1701	4150.43
2180	10635.56
5508	30550.66
15924	93900.36
3168	18773.65
9048	67676.46
12048	51441.79
9912	55161.22
1605	9064.3
11160	62785.74
4554	30589.72
6660	33025.66
5000	24924.14
8064	45535.8
