40 	2693 	-25 	250 	5710 	28 	47.66 	4 	3 
45 	590 	-24 	100 	5700 	37 	55.04 	3 	5 
54 	1450 	25 	60 	5760 	51 	57.02 	3 	5 
35 	1568 	15 	60 	5720 	69 	53.78 	4 	6 
45 	2631 	-33 	100 	5790 	19 	54.14 	6 	4 
55 	554 	-28 	250 	5790 	25 	64.76 	3 	4 
41 	2083 	23 	120 	5700 	73 	52.52 	3 	6 
44 	2654 	-2 	120 	5700 	59 	48.38 	3 	7 
54 	5000 	-19 	120 	5770 	27 	48.56 	8 	4 
51 	111 	9 	150 	5720 	44 	63.14 	3 	6 
51 	492 	-44 	40 	5760 	33 	64.58 	6 	5 
54 	5000 	-44 	200 	5780 	19 	56.30 	6 	4 
58 	1249 	-53 	250 	5830 	19 	75.74 	3 	4 
61 	5000 	-67 	200 	5870 	19 	65.48 	2 	7 
64 	5000 	-40 	200 	5840 	19 	63.32 	5 	5 
67 	639 	1 	150 	5780 	59 	66.02 	4 	9 
52 	393 	-68 	10 	5680 	73 	69.80 	5 	4 
54 	5000 	-66 	140 	5720 	19 	54.68 	4 	3 
54 	5000 	-58 	250 	5760 	19 	51.98 	3 	4 
58 	5000 	-26 	200 	5730 	26 	51.98 	4 	4 
69 	3044 	18 	150 	5700 	59 	52.88 	5 	5 
51 	3641 	23 	140 	5650 	70 	47.66 	5 	6 
53 	111 	-10 	50 	5680 	64 	59.54 	3 	9 
59 	597 	-52 	70 	5820 	19 	70.52 	5 	6 
64 	1791 	-15 	150 	5810 	19 	64.76 	5 	6 
63 	793 	-15 	120 	5790 	28 	65.84 	3 	11 
63 	531 	-38 	40 	5800 	32 	75.92 	2 	10 
62 	419 	-29 	120 	5820 	19 	75.74 	5 	7 
63 	816 	-7 	6 	5770 	76 	66.20 	8 	12 
54 	3651 	62 	30 	5670 	69 	49.10 	3 	9 
36 	5000 	70 	100 	5590 	76 	37.94 	3 	2 
31 	5000 	28 	200 	5410 	64 	32.36 	6 	3 
30 	1341 	18 	60 	5350 	62 	45.86 	7 	3 
36 	5000 	0 	350 	5480 	72 	38.66 	9 	2 
42 	3799 	-18 	250 	5600 	76 	45.86 	7 	3 
37 	5000 	32 	350 	5490 	72 	38.12 	11 	3 
41 	5000 	-1 	300 	5560 	72 	37.58 	10 	4 
46 	5000 	-30 	300 	5700 	32 	45.86 	3 	6 
51 	5000 	-8 	300 	5680 	50 	45.50 	5 	8 
55 	2398 	21 	200 	5700 	86 	53.78 	4 	6 
41 	5000 	51 	100 	5650 	61 	36.32 	5 	4 
41 	4281 	42 	250 	5610 	62 	41.36 	5 	3 
49 	1161 	27 	200 	5730 	66 	52.88 	5 	7 
45 	2778 	2 	200 	5770 	68 	55.76 	5 	11 
55 	442 	26 	40 	5770 	82 	58.28 	3 	13 
41 	5000 	-30 	300 	5690 	21 	42.26 	8 	6 
45 	5000 	-53 	300 	5700 	19 	43.88 	3 	5 
51 	5000 	-43 	300 	5730 	19 	49.10 	11 	4 
53 	5000 	7 	300 	5690 	19 	49.10 	7 	4 
50 	5000 	24 	300 	5640 	68 	42.08 	5 	6 
60 	1341 	19 	150 	5720 	63 	59.18 	6 	10 
54 	1318 	2 	150 	5740 	54 	64.58 	3 	15 
53 	885 	-4 	80 	5740 	47 	67.10 	3 	23 
53 	360 	3 	40 	5740 	56 	67.10 	3 	17 
44 	3497 	73 	40 	5670 	61 	49.46 	7 	7 
40 	5000 	73 	80 	5550 	74 	40.10 	10 	2 
30 	5000 	44 	300 	5470 	46 	29.30 	7 	3 
25 	5000 	39 	200 	5320 	45 	27.50 	11 	3 
40 	5000 	-12 	140 	5530 	43 	33.62 	3 	4 
45 	5000 	-2 	140 	5600 	21 	39.02 	3 	6 
51 	5000 	30 	140 	5660 	57 	42.08 	7 	7 
48 	3608 	24 	100 	5580 	42 	39.38 	5 	7 
45 	5000 	38 	140 	5510 	50 	32.90 	5 	6 
47 	5000 	56 	200 	5530 	61 	35.60 	5 	3 
43 	5000 	66 	120 	5620 	61 	34.34 	9 	2 
49 	613 	-27 	300 	5690 	60 	59.72 	0 	8 
56 	334 	-9 	300 	5760 	31 	64.40 	4 	12 
53 	567 	13 	150 	5740 	66 	61.88 	3 	12 
61 	488 	-20 	2 	5780 	53 	64.94 	5 	16 
63 	531 	-15 	50 	5790 	42 	71.06 	2 	9 
70 	508 	7 	70 	5760 	60 	66.56 	3 	24 
57 	1571 	68 	17 	5700 	82 	56.30 	4 	13 
35 	721 	28 	140 	5680 	57 	55.40 	4 	8 
52 	505 	-49 	140 	5720 	21 	67.28 	5 	10 
59 	377 	-27 	300 	5720 	19 	73.22 	5 	8 
67 	442 	-9 	200 	5730 	32 	75.74 	4 	9 
57 	902 	54 	250 	5710 	77 	60.44 	5 	10 
42 	1381 	4 	60 	5720 	71 	56.30 	4 	14 
55 	5000 	-16 	100 	5710 	19 	50.00 	3 	9 
40 	5000 	38 	150 	5600 	45 	46.94 	6 	11
