0.4260915	9.231964	1
1.296554	8.476324	1
-0.6509459	8.601383	1
-0.5649144	8.486292	1
-0.766136	9.00973	1
-0.7480846	8.58356	1
-0.4759356	7.690689	1
1.023623	7.036393	1
-1.124982	9.449131	1
0.3898316	8.277164	1
0.3458936	8.623327	1
-0.08273471	9.227478	1
0.8115932	9.199368	1
1.088289	6.940238	1
-2.131361	6.795857	1
-0.01241905	7.60602	1
-0.08948799	8.074523	1
1.36948	7.486677	1
-0.3970137	8.261172	1
-0.2201919	8.257073	1
-0.9232756	8.33606	1
0.4247423	7.150296	1
0.8502963	7.427061	1
-0.3294522	9.212005	1
0.8387811	6.618247	1
0.08398427	8.104195	1
-1.185489	7.054403	1
0.07323022	7.304997	1
-0.8614647	8.710504	1
-1.131733	7.776384	1
-1.161407	10.11535	1
-1.984105	7.223912	1
0.6434702	8.466697	1
0.7074674	7.833911	1
-0.8163831	7.515668	1
0.5126188	8.231123	1
1.271804	7.243335	1
1.441082	8.421065	1
-0.806437	7.92546	1
0.2620177	7.90833	1
-0.7714424	8.670994	1
-0.1738094	7.060485	1
1.120102	7.502772	1
-0.9255905	7.525045	1
-0.9090055	7.104092	1
1.035995	8.438927	1
1.481166	7.126019	1
-1.17923	6.445686	1
0.9546076	6.242832	1
-0.02190578	7.604939	1
-0.6973107	9.130856	1
0.09735738	6.448724	1
-0.3496534	8.12151	1
-0.4881601	8.759665	1
0.4189791	7.921658	1
0.5013606	8.288237	1
0.09563409	6.711498	1
0.03158271	8.660882	1
0.9837248	7.607208	1
1.556626	9.818681	1
0.4753913	6.457756	1
-1.454146	6.250712	1
2.976267	7.999195	1
0.2252818	7.896566	1
-0.5982451	8.788474	1
-0.2820846	8.39098	1
0.7290694	8.750057	1
-0.4290734	7.26985	1
0.9262308	9.276138	1
-0.841934	6.803494	1
0.8630873	8.864998	1
-1.126778	7.242894	1
-0.8538298	9.578502	1
-0.755155	6.427228	1
0.1237027	8.936389	1
-0.4518524	7.127781	1
0.2877834	6.457448	1
0.8907569	8.023305	1
-1.351531	7.31341	1
-0.7726299	6.77321	1
0.2166645	9.180745	1
-1.080054	7.265359	1
0.4607917	9.798646	1
-0.8781646	9.507653	1
-0.8913224	6.847455	1
1.655216	8.508879	1
-0.2762156	7.60445	1
-0.3625007	9.969151	1
-1.344557	6.651854	1
-0.4243113	8.599445	1
0.7754788	7.995609	1
0.6006043	8.534662	1
1.239074	8.81542	1
0.8393508	7.707719	1
1.253599	9.557368	1
0.1605771	7.490429	1
-0.2954239	6.19047	1
-0.6287124	8.121936	1
1.751427	8.490256	1
0.7785147	7.765631	1
-0.3334411	7.159091	1
-0.7033666	8.003041	1
0.609274	7.460921	1
1.167602	7.841372	1
1.21808	9.895314	1
-0.1939322	6.805713	1
-0.05861577	9.265822	1
-0.05707835	6.477812	1
0.2353932	8.365376	1
0.4294626	7.750253	1
-1.945784	8.671905	1
1.623457	8.110677	1
-0.1725056	8.489181	1
-0.2478595	9.610776	1
0.2292759	7.987738	1
0.6125483	7.911154	1
0.8575367	8.050373	1
-1.241246	8.291053	1
1.120761	7.693589	1
-1.835062	6.904357	1
-0.7487186	6.922349	1
-1.94624	9.204493	1
0.3831619	6.73842	1
-1.220768	5.976268	1
0.9436993	9.076046	1
0.08567492	10.12048	1
0.4428142	7.997205	1
1.568057	9.800436	1
-0.1014658	6.968337	1
1.678374	8.112604	1
-1.272947	7.78471	1
-0.5079541	7.712292	1
