23583.41	9962.65	11950.42	7.86	32.22	29.53	37.48
21405.8	8468.69	11006.34	4.89	36.95	30.35	38.98
22126.93	9770.61	11738.56	5.38	42.42	27.71	33.83
20479.24	9706.74	9611.06	3.58	36.75	12.33	17.3
18043.06	8275.02	9857.65	3.12	24.08	20.09	25.17
20527.56	9121.25	10605.24	5.78	34.07	20.6	30.69
23877.75	8288.02	11022.07	3.79	35.34	37	16.67
19772.68	7174.69	10436.58	4.62	17.11	25.84	24.85
24085.98	10525.64	11373.83	4.47	14.74	26.82	25.2
16237.17	6403.96	9630.31	5.58	10.24	30.71	36.81
18956.79	7421.8	11097.57	5.79	13.69	27.79	34.55
21388.9	9572.63	12540.66	9.8	12.02	37.98	29.43
21214.72	7172.86	12696.12	7.42	8.91	50.74	42
22080.62	9277.42	11475.36	5.1	38.02	41.93	45.21
22000.11	8761.72	10830.78	3.29	41.75	34.52	74.62
17413.27	9154.08	10267.83	2.8	14.28	15.12	10.94
31049.55	20890.66	12826.19	5.22	32.63	54.24	77.6
21389.32	9406.42	10707.14	2.95	43.13	37.53	37.37
21480.7	10046.4	10132.11	4.19	33.31	23.87	43.64
18469.41	9626.65	10954.71	5.02	26.35	14.58	32.08
20603.83	9141.12	10764.79	3.03	22.35	11.05	31.78
24079.77	9433.11	9862.71	2.62	42.3	17.75	28.63
23035.57	8816.74	11285.79	1.71	38.37	32.17	23.18
18015.84	9846.11	11097.55	5.25	18.5	24.04	36.27
26534.37	12051.57	10099.58	2.08	19.7	12.66	11.98
25117.84	11100.26	10626.74	3.36	19.23	18.56	14.02
23361.27	9786.08	10397.96	4.01	31.85	27.62	37.76
23204.08	8962.15	10214.25	2.33	62.74	26.19	24.91
19592.03	7350.34	9975.25	3.17	39.12	15.93	8.03
22883.66	8558.84	9883.72	2.56	46.86	27.78	24.67
21213.76	8159.78	11041.13	5.06	27.93	32.91	29.93
23058.25	9922.04	10265.02	3.99	28.88	28.39	42.53
19405.25	7507.03	9604	6.61	15.48	20.74	20.01
20739.08	10359.46	10454.77	4.42	32.23	36.47	13.73
21872.49	8941.28	11926.48	5.26	60.89	29.62	20.78
25963.61	13643.31	13103.55	6.42	20.97	57.05	35.8
20082.73	8759.12	10136.25	2.97	52.19	33.76	23.52
22422.84	10012.27	10839.97	4.79	20.26	26.14	26.42
25139.29	11417.11	10981.96	4.01	29.17	31.3	30.47
23238.04	10264.58	10448.54	2.82	49.65	20.98	33.19
25771.49	10179.11	10428.9	2.55	48.39	28.88	45.04
29837.44	12600.7	12022.63	3.13	28.21	33.82	40.6
20919.65	7636.55	10689.7	6.4	23.58	36.5	24.75
22538.97	9408.58	10468.31	4.26	24.85	19.68	27
22026.77	10598.16	9933.82	5.11	25.9	16.88	27.45
19046.63	8788.12	9401.48	7.11	19.23	15.2	64.77
17525.06	9697.86	9345.17	4.29	27.01	33.08	33.38
21327.94	8740.72	10631.51	3.93	27.98	15.27	29.35
18360.44	8317.71	8961.17	5.74	24.3	32.72	62.3
17575.48	7661.13	8720.75	6.29	29.29	40.19	52.85
15948.13	7164.87	10935.28	11.87	31.64	49.5	46.47
19145.6	8838.89	10308.55	4.79	35.85	48.23	43.74
20012.47	8680.71	9824.73	5.64	28.65	40.2	51.72
25717.87	11232.08	11445.79	5.62	27.87	47.03	39.24
17565.24	6727.87	12043.08	8.42	17.29	37.06	35.14
20391.02	8471.09	10833.68	4.85	24.49	36.56	54.8
19091.63	10523.71	10097.43	6.55	61.37	24.08	32.02
20190.42	11336.44	10637.9	3.38	19.04	25.31	16.33
16943.28	7618.48	10559.54	8.79	4.73	21.95	31.8
23029.45	11022.14	9845.34	5.16	58.24	40.44	67.08
19283.7	7977.96	9918.03	6.08	12.83	32.31	46.1
16402.96	6801.26	10776.82	7.73	25.64	30.86	41.12
15874.58	5748.72	9676.57	9.8	6.36	17.46	42.15
14236.55	5411.53	9733.7	12.07	35.11	20.88	38.2
23822.57	15558.38	13480.95	11.08	6.91	76.2	112.02
15891.84	5085.8	9356.67	8.79	26.4	39.17	79.99
17029.04	4503.98	8947.43	13.57	40.25	31.64	85.88
10155.54	4056.48	8732.52	23.67	13.92	42.36	75.58
12504.18	4142.85	8094.32	17.58	1.83	20.77	93.1
12604.49	6049.62	10060.22	27.99	12.14	70.9	108.53
12398.65	4825.67	8061.27	17.15	18.81	30.26	106.4
12515.16	4960.91	8635.88	16.46	9.07	38.58	107.25
14421.29	6139.46	9701.72	10.3	24.64	28.62	55.74
15081.98	7431.26	8519.03	6.67	21.53	37.37	66.08
16426.89	7423.6	9817.75	6.83	7.77	30.84	66.74
15669.59	5841.9	8266.49	7.39	47.92	20.85	80.23
15308.73	4550.97	8108.72	15.37	5.99	16.08	43.16
13692.79	4119.42	8049.77	10	24.93	26.93	65.22
10481.03	5311.58	8603.68	18.53	8.54	21.87	51.68
13789.23	6527.75	9666.32	14.65	14.7	48.57	58
13605.32	4693.84	10673.64	21.13	12.43	41.61	51.59
10841.53	4835.48	9603.06	15.25	14.6	18.66	55.13
10259.92	4200.45	8857.28	18.76	10.22	27.94	59.06
12965.68	4610.62	8055.12	15.96	14.78	16.45	52.34
13244.68	5893.22	8769.47	16.79	12.94	34.5	51.19
11717.93	4122.81	8351.96	22.77	1.06	31.61	12.41
12044.15	4443.4	9854.08	28.89	0.64	37.75	71.95
11170.91	4093.96	9465.15	30.53	1.76	25.89	54.1
10285.56	4123.18	7735.04	16.53	0.71	43.12	92.65
10783.96	3418.24	8037.83	26.26	4.39	28.04	69.12
10956.43	4727.7	8325.69	15.72	4.54	34.28	63.31
12893.84	5506.5	9825	28.62	3.25	48.38	60.21
14049.16	4279.83	9581.78	26.08	5.69	22.29	13.55
9863.61	4593.08	7857.09	25.06	1.28	18.27	42.54
10212.52	5202.02	8835.96	20.85	12.86	35.18	40.72
11366.26	3805.09	8336.78	30.19	0.71	16.26	28.29
11688.23	4465.26	9187.09	24.83	7.99	29.91	57.9
13763.65	4761.98	8787.47	13.89	3.65	15.5	52.83
12442.95	4408.57	9575.3	18.33	58.34	55.68	41.53
15103.5	5762.56	9676.05	17.82	5	36.2	34.03
11850.28	5509.6	8607.82	15.38	1.82	12.19	31.91
14781.8	6669.89	10661.55	23.98	19.13	34.64	43.56
12336.26	5310.75	8733.8	21.44	2.7	18.3	34.26
