2.4	7.8	14.4
-8.5	-4.4	11.7
-4.7	8.5	18.5
12.9	16.6	12.2
-1.8	-3	5.6
-0.5	2.6	16.1
8.3	7.4	12.2
5.6	10.4	16.2
0.3	-3.4	5.3
15.4	24.6	20.2
4.6	5.4	13.3
3.2	-0.8	14.8
-1.1	-3.5	3.8
3	4.7	17.1
-1	-3.2	5.2
4.4	2.9	16.4
-8.6	-2.2	10.9
0.5	5.8	14.2
0.2	-2.4	8.3
7.8	3.2	10
10.6	16.4	20
12.2	24.6	20.9
6.7	7.2	11
8.8	0.8	7.7
-0.3	-4	2.1
7.4	8	10.9
6	-2	5.4
-6.4	-0.5	11.2
1.2	-2	1.5
-2.7	7.1	20.5
15.8	24	23.2
11.6	19.9	22
1.6	2.8	13.1
10.9	22.2	22.8
12.6	21	21.4
10.5	7.9	12.3
10.6	18.3	21
-0.2	9.5	15.3
-1.2	-2.9	4.2
2	-1.1	7.1
-1.8	3	6.3
4	2.9	15.9
2.7	6.5	17.8
0.1	-3.2	3.8
9	9.7	11.9
-0.8	-2.5	5.9
1.4	10.9	15
14.8	22.1	20.3
10	18.8	22.3
12.7	24.3	24
8.7	3.6	8.6
1.4	-3.7	5.3
-0.3	-3.1	7.2
-1.5	-5.5	1.6
8.9	2.4	8.7
3.4	-4.5	5.3
-0.3	18	16.7
-0.2	7.1	13.6
1.7	-3	4.1
13.5	22.5	22.4
1.2	1.5	12.8
4.4	4.2	16.2
14.6	24.9	20.7
1.3	8.1	16.3
1.4	-2.1	5.7
0.6	3.4	8.5
10	22.5	20.6
4.8	5.1	17.4
11.4	16.1	19.8
0.4	5	13
17	35.1	23.2
7.1	8.2	15.3
0.3	-3	2.3
8.4	6.3	13.3
0.7	4.6	16
5.2	9.3	13.2
11.2	20.4	22.1
9.9	6.4	9.1
-3.1	-5.2	1.8
0.2	-3.9	7.6
6.8	-1.2	5.7
2.4	6.9	14.2
10.2	11.2	12.1
-1	-4.1	2.3
0.2	1.6	14.6
5	-2.7	7.2
11.6	20	21.5
1.2	-1.4	5
1.7	0.7	5.1
2	4.8	13.9
-2.1	-2.7	5.1
8.1	8.4	12.8
7.6	5.4	18.2
0	-0.9	5.1
0.1	5	15.9
15.2	13.5	13.4
0	10	15.4
-2.3	0.3	5.2
-0.5	-2.2	5.7
12.7	21.6	20.4
14.4	7	15
2.2	6.4	14.2
1	0.8	19
3	-1.4	5.2
2.8	8.6	15.4
12.4	18.9	21.2
14.8	22.9	20.3
-0.6	0.8	9.1
3.3	5.5	15.4
1	-5.5	4.3
2.2	0.5	16.6
-2.7	0.5	18.1
3.9	9.4	10.8
3.9	3.7	15
12.8	3.2	15.4
11.9	10.8	12.1
-0.6	-2.4	3.3
0.4	5.3	14
11.8	15.7	20.1
0.1	-4.2	3.3
10.8	16.5	13.4
11.5	26.2	23.3
2.4	1	16
0.8	-3.2	6.9
13.2	9.9	12.2
0.1	-2.7	7.2
14.4	21.6	22.1
4.2	7.3	15.1
2.1	-2.6	5.3
-7.5	-3.5	7.9
-2.5	-4.5	2.5
13.8	21.4	22.8
1	8.2	16.9
13	17.6	22.4
8.5	0.3	18.2
5.2	-3.6	5.7
10.8	21.1	15.5
-0.1	-3	7.1
3.2	-3.2	7
1.8	0.6	15
5.5	17.5	23.1
7.6	10.2	11.7
-0.6	4.7	12.5
18.3	18.3	19.8
4.5	8.6	19
10.3	9.2	11.6
0.5	-0.3	17.2
8.4	7.1	12.6
-0.2	3.5	13
-1.9	-4.3	5.2
4.8	6.2	15
5.3	9.9	14.7
-10.5	1.5	9.7
-2.8	-2.7	3.9
9.2	10	12.2
6.8	9.7	16.2
-0.5	-3.9	4.5
9.2	5.7	9.3
4.5	1.6	15.4
-6.3	-3.5	3.8
-1.5	6.9	15.2
10	17.2	20
1.2	-3.6	4.4
8	-2	7.4
-4.4	-2.5	13.2
1.4	-2.6	14.5
3.6	4.6	15.1
-0.6	-1.5	6.7
1.9	9.8	16.5
2.5	1.5	16.2
9.6	7.2	10.3
2.7	-3	5.2
7.2	4.3	15.2
3.3	5	18.3
17.3	26.9	22.3
3.2	-2.4	3.5
5	6.3	16.3
-1.2	-2.2	4.9
-1.5	-4.8	6
9.1	4.4	17.3
3.4	-2.3	7.7
6.6	5.9	15.3
2.1	-2.1	5.8
-1.7	-2.6	8.5
-10.8	-5.6	2.1
6.4	4.8	15.7
8.1	6.5	12.1
-1	6.6	14.9
11.4	9.6	12
7.3	7.2	17.6
9.6	18	19.5
3.2	-4.5	3.7
7	-2.6	8.4
17	24.3	12.7
24.6	39.1	22
10.3	24.1	22.9
6.4	2	18.4
-1	8.3	17
11.4	3.8	8.5
1.8	2.6	17.3
1.5	-1.8	7.7
10.1	1.9	14.8
2.3	-4.5	4.3
1.9	-1.4	13
3.6	10.1	15.8
2.1	2.9	17.9
2.5	11.8	17
21	26.4	20.4
-0.6	2.7	14.6
6.5	8.2	13.5
-0.4	-0.9	3.3
-8.8	-4	4.1
2	4.7	17.4
5.3	4.7	3.5
1.6	-4	5.3
15	20.9	22
-4.4	-3.6	5.5
7.7	0.8	9.5
-0.4	12.1	15.9
3.8	18.7	18.2
11.6	7.1	10.3
5.5	22.4	25.5
16.2	10.5	12.4
3.9	5.8	18.5
3.4	3.8	17
0.7	-4	3.7
6.2	2.1	17.1
-0.9	-1.2	5.3
15.5	25.7	22.6
-2.4	-4.8	7.5
10.7	20.1	21.2
0.8	-3.3	6.2
3.7	-1	7.1
-10.6	-1.4	8.9
9.2	20.8	24
4.6	1.4	13.3
-1.3	-4.5	1.7
10.2	20.2	22.4
8.7	18.3	22.2
-2.4	-4.7	3
10.9	22.4	23
7.7	15.8	21.1
1.4	-2.1	3.3
-9.5	-4.1	5.9
5	-3.6	6.4
15.5	22.4	21.7
2.3	-3	7.3
-3.5	-3.1	4
10.5	4.1	9.3
9.7	12.8	12.7
12.1	17.6	23.5
5.8	12.7	12.5
4.2	8.9	16.2
16.7	23.2	23.2
6.5	19.9	16.2
2.6	-2	10.5
-4.3	-4.8	5.8
1.1	-1.5	7.3
0.7	8	15.8
9	9	11.2
3.4	-2.4	16.5
12.6	18.7	21.2
5.3	8.7	17.4
9.6	20.5	21.6
10.3	9.8	10.8
-2.6	-3.1	4.7
2.4	3.2	15
1	6.2	15.1
14.6	30.8	23.4
9.3	11.2	12.3
13.4	8.6	10.7
11.4	8	11.4
7.1	5	8.8
10.3	8.7	10.3
0.1	-1	4.6
7.3	5.2	16.7
1.4	1.5	16.6
7.3	-1.8	5.5
-0.4	-3.1	5
4.7	-2.9	7.2
5.6	3.4	17.8
13.2	19.4	21.3
5.3	14.5	15.6
2.1	-3.1	6.6
2.5	3.9	13.4
10.4	19.5	21.6
1.4	6.5	14.5
4.4	4.2	16.4
12.1	17.1	20
1.8	3.6	15.6
0.7	8.9	12.9
-2.5	6.1	14.1
16.4	4.3	17
9.8	6.5	10.3
4.4	6.6	13.7
-4.7	4.5	16.1
6.6	9.9	15.3
6.8	-0.4	17
2.7	0.2	18
-3.7	-3.1	6.5
3	7.1	14.3
8.8	3.3	18.2
3.2	-0.8	6.4
9.2	15.4	21.9
0.5	-4.2	3.6
15.5	3	10.5
7.9	8.8	12.2
11.6	13.2	12.7
1	-2.9	7.2
